VideoName,Video Name (original),Method Name,Frame number,Total keyP,N visible,Failed detections,failed percent,False detections,false percent,Not Included in Detections,FalseKeyP,Species,Contrast (Fg/BG),Animal Size (pixels diagonal),Area,Height (only for BB),Narea,Boundary
01MarchEve04,01MarchEve04,Subtraction,1,14,24,11,0.4583333333,1,0.0714285714,,,Blackbuck,1.82,58,204691,37,149.5186267,
01MarchEve04,01MarchEve04,Subtraction,2,3,11,8,0.7272727273,0,0,,,Blackbuck,1.35,46,122358,37,89.37764792,
01MarchEve04,01MarchEve04,Subtraction,3,1,12,11,0.9166666667,0,0,,,Blackbuck,2.74,50,123040,37,89.87582177,
01MarchEve04,01MarchEve04,Subtraction,4,3,16,13,0.8125,0,0,,,Blackbuck,2.47,37,137834,37,100.6822498,
01MarchEve04,01MarchEve04,Subtraction,5,5,13,9,0.6923076923,1,0.2,,,Blackbuck,1.88,44,280400,37,204.8210373,
01MarchEve04,01MarchEve04,Subtraction,6,1,5,4,0.8,0,0,,,Blackbuck,1.27,36,373664,37,272.9466764,
01MarchEve04,01MarchEve04,Subtraction,7,92,16,4,0.25,80,0.8695652174,,,Blackbuck,1.48,52,123963,37,90.55003652,
01MarchEve04,01MarchEve04,Subtraction,8,3,12,10,0.8333333333,1,0.3333333333,,,Blackbuck,1.4,38,,37,0,
01MarchEve04,01MarchEve04,Subtraction,9,1,12,11,0.9166666667,0,0,,,Blackbuck,1.73,53,,37,0,
01MarchEve04,01MarchEve04,Subtraction,10,1,8,7,0.875,0,0,,,Blackbuck,2.38,47,92365,37,67.46895544,
01MarchEve04,01MarchEve04,Subtraction,10,50,4,4,1,50,1,,,Blackbuck,,,,,,
01MarchEve04,01MarchEve04,Subtraction,11,111,6,6,1,111,1,,,Blackbuck,2.46,33,,37,0,
01MarchEve04,01MarchEve04,Subtraction,12,82,8,8,1,82,1,,,Blackbuck,1.47,46,,37,0,
01MarchEve04,01MarchEve04,Subtraction,13,23,17,9,0.5294117647,15,0.652173913,,,Blackbuck,3.23,47,148742,37,108.6501096,
01MarchEve04,01MarchEve04,Subtraction,14,3,8,5,0.625,0,0,,,Blackbuck,1.61,53,,37,0,
01MarchEve04,01MarchEve04,Subtraction,15,11,18,9,0.5,2,0.1818181818,,,Blackbuck,1.9,59,216218,37,157.9386413,
01MarchEve04,01MarchEve04,Subtraction,16,3,13,10,0.7692307692,0,0,,,Blackbuck,2.13,49,,37,0,
01MarchEve04,01MarchEve04,Subtraction,17,58,16,11,0.6875,53,0.9137931034,,,Blackbuck,2.83,63,98476,37,71.93279766,
01MarchEve04,01MarchEve04,Subtraction,18,2,9,7,0.7777777778,0,0,,,Blackbuck,2.44,55,,37,0,
01MarchEve04,01MarchEve04,Subtraction,19,4,14,10,0.7142857143,0,0,,,Blackbuck,1.72,36,178809,37,130.6128561,
01MarchEve04,01MarchEve04,Subtraction,20,2,11,9,0.8181818182,0,0,,,Blackbuck,1.66,55,29936,37,21.86705625,
01MarchEve04,01MarchEve04,Subtraction,21,24,15,8,0.5333333333,17,0.7083333333,,,Blackbuck,2.04,25,31159,37,22.76040906,
01MarchEve04,01MarchEve04,Subtraction,22,3,16,13,0.8125,0,0,,,Blackbuck,2.48,74,60842,37,44.44265888,
01MarchEve04,01MarchEve04,Subtraction,23,13,12,8,0.6666666667,9,0.6923076923,,,Blackbuck,2.85,37,18288,37,13.35865595,
01MarchEve04,01MarchEve04,Subtraction,24,63,19,12,0.6315789474,56,0.8888888889,,,Blackbuck,1.58,39,162764,37,118.8926224,
01MarchEve04,01MarchEve04,Subtraction,25,6,11,5,0.4545454545,0,0,,,Blackbuck,1.49,62,252170,37,184.2001461,
01MarchEve04,01MarchEve04,Subtraction,26,4,13,9,0.6923076923,0,0,,,Blackbuck,2.4,43,280628,37,204.9875822,
01MarchEve04,01MarchEve04,Subtraction,27,5,14,10,0.7142857143,1,0.2,,,Blackbuck,1.58,35,234543,37,171.3243243,
01MarchEve04,01MarchEve04,Subtraction,28,5,16,12,0.75,1,0.2,,,Blackbuck,1.32,47,104082,37,76.02775749,
17MarchMor0506,17MarchMor06,Subtraction,1,4,30,26,0.8666666667,0,0,,,Blackbuck,,,503126,40,314.45375,
17MarchMor0506,17MarchMor06,Subtraction,2,16,48,32,0.6666666667,0,0,,,Blackbuck,,,,40,0,
17MarchMor0506,17MarchMor06,Subtraction,3,12,29,21,0.724137931,4,0.3333333333,,,Blackbuck,,,614057,40,383.785625,
17MarchMor0506,17MarchMor06,Subtraction,4,5,27,23,0.8518518519,1,0.2,,,Blackbuck,,,438336,40,273.96,
17MarchMor0506,17MarchMor06,Subtraction,5,8,29,21,0.724137931,0,0,,,Blackbuck,,,469299,40,293.311875,
25MarchEve0102,25MarchEve01,Subtraction,1,2,24,22,0.9166666667,0,0,,,Blackbuck,2.01,56,368353,40,230.220625,
25MarchEve0102,25MarchEve01,Subtraction,2,1,25,24,0.96,0,0,,,Blackbuck,2.16,72,383961,40,239.975625,
25MarchEve0102,25MarchEve01,Subtraction,3,16,23,8,0.347826087,1,0.0625,,,Blackbuck,1.83,38,390108,40,243.8175,
25MarchEve0102,25MarchEve01,Subtraction,4,33,21,2,0.0952380952,14,0.4242424242,,,Blackbuck,1.55,52,314488,40,196.555,
25MarchEve0102,25MarchEve01,Subtraction,5,1,24,23,0.9583333333,0,0,,,Blackbuck,2.39,62,404268,40,252.6675,
25MarchEve0102,25MarchEve01,Subtraction,6,8,22,16,0.7272727273,2,0.25,,,Blackbuck,3.28,72,391535,40,244.709375,
25MarchEve0102,25MarchEve01,Subtraction,7,29,25,4,0.16,8,0.275862069,,,Blackbuck,2.56,76,214283,40,133.926875,
25MarchEve0102,25MarchEve01,Subtraction,8,25,21,4,0.1904761905,8,0.32,,,Blackbuck,1.82,38,185825,40,116.140625,
25MarchEve0102,25MarchEve01,Subtraction,9,14,19,8,0.4210526316,3,0.2142857143,,,Blackbuck,1.26,46,165781,40,103.613125,
25MarchEve0102,25MarchEve01,Subtraction,10,6,18,14,0.7777777778,2,0.3333333333,,,Blackbuck,2.73,36,158959,40,99.349375,
25MarchEve0102,25MarchEve01,Subtraction,11,8,16,9,0.5625,1,0.125,,,Blackbuck,1.93,57,146367,40,91.479375,
25MarchEve0102,25MarchEve01,Subtraction,12,8,23,18,0.7826086957,3,0.375,,,Blackbuck,2.83,45,184238,40,115.14875,
25MarchEve0102,25MarchEve01,Subtraction,13,5,19,16,0.8421052632,2,0.4,,,Blackbuck,3.04,43,674994,40,421.87125,
25MarchEve0102,25MarchEve01,Subtraction,14,21,18,8,0.4444444444,11,0.5238095238,,,Blackbuck,1.66,44,426495,40,266.559375,
25MarchEve0102,25MarchEve01,Subtraction,15,1,23,22,0.9565217391,0,0,,,Blackbuck,1.93,52,219261,40,137.038125,
25MarchEve0102,25MarchEve01,Subtraction,16,4,20,17,0.85,1,0.25,,,Blackbuck,2.03,73,230377,40,143.985625,
25MarchEve0102,25MarchEve01,Subtraction,17,14,21,13,0.619047619,6,0.4285714286,,,Blackbuck,1.79,49,211874,40,132.42125,
25MarchEve0102,25MarchEve01,Subtraction,18,16,22,11,0.5,5,0.3125,,,Blackbuck,1.24,40,306979,40,191.861875,
25MarchEve0102,25MarchEve01,Subtraction,19,26,21,6,0.2857142857,11,0.4230769231,,,Blackbuck,2.68,32,99676,40,62.2975,
25MarchEve0102,25MarchEve01,Subtraction,20,1,23,22,0.9565217391,0,0,,,Blackbuck,1.09,36,159154,40,99.47125,
25MarchEve0102,25MarchEve01,Subtraction,21,6,21,16,0.7619047619,1,0.1666666667,,,Blackbuck,3.02,48,267203,40,167.001875,
25MarchEve0102,25MarchEve01,Subtraction,22,6,20,14,0.7,0,0,,,Blackbuck,2.44,53,212849,40,133.030625,
25MarchEve0102,25MarchEve01,Subtraction,23,14,20,10,0.5,4,0.2857142857,,,Blackbuck,1.76,46,483539,40,302.211875,
25MarchEve0102,25MarchEve01,Subtraction,24,2,18,16,0.8888888889,0,0,,,Blackbuck,1.79,39,615654,40,384.78375,
25MarchEve0102,25MarchEve01,Subtraction,25,16,16,4,0.25,4,0.25,,,Blackbuck,2.22,53,550475,40,344.046875,
25MarchEve0102,25MarchEve01,Subtraction,26,26,21,2,0.0952380952,7,0.2692307692,,,Blackbuck,1.96,42,198638,40,124.14875,
25MarchEve0102,25MarchEve01,Subtraction,27,34,26,17,0.6538461538,25,0.7352941176,,,Blackbuck,3.05,44,188304,40,117.69,
25MarchEve0102,25MarchEve01,Subtraction,28,23,24,12,0.5,11,0.4782608696,,,Blackbuck,2.7,50,241269,40,150.793125,
25MarchEve0102,25MarchEve01,Subtraction,29,26,18,5,0.2777777778,13,0.5,,,Blackbuck,2.17,41,288708,40,180.4425,
25MarchEve0102,25MarchEve01,Subtraction,30,15,16,6,0.375,5,0.3333333333,,,Blackbuck,1.14,39,275158,40,171.97375,
25MarchEve0102,25MarchEve01,Subtraction,31,22,18,5,0.2777777778,9,0.4090909091,,,Blackbuck,2.53,73,119113,40,74.445625,
25MarchEve0102,25MarchEve02,Subtraction,1,12,22,15,0.6818181818,5,0.4166666667,,,Blackbuck,1.85,66,300939,40,188.086875,
25MarchEve0102,25MarchEve02,Subtraction,2,30,25,8,0.32,13,0.4333333333,,,Blackbuck,1.49,57,192615,40,120.384375,
25MarchEve0102,25MarchEve02,Subtraction,3,16,18,8,0.4444444444,6,0.375,,,Blackbuck,1.77,82,222978,40,139.36125,
25MarchEve0102,25MarchEve02,Subtraction,4,13,19,10,0.5263157895,4,0.3076923077,,,Blackbuck,2.58,68,300890,40,188.05625,
25MarchEve0102,25MarchEve02,Subtraction,5,22,19,6,0.3157894737,9,0.4090909091,,,Blackbuck,2.95,75,277693,40,173.558125,
25MarchEve0102,25MarchEve02,Subtraction,6,8,16,10,0.625,2,0.25,,,Blackbuck,2.9,45,281258,40,175.78625,
25MarchEve0102,25MarchEve02,Subtraction,7,39,20,3,0.15,22,0.5641025641,,,Blackbuck,1.75,64,277053,40,173.158125,
17MarchMor0506,17MarchMor06,Subtraction,3,1,49,48,0.9795918367,0,0,,,Blackbuck,,,,,,
25MarchEve0102,25MarchEve02,Subtraction,10,17,12,5,0.4166666667,5,0.2941176471,,,Blackbuck,3.02,49,,40,0,
25MarchEve0102,25MarchEve02,Subtraction,10,54,22,5,0.2272727273,37,0.6851851852,,,Blackbuck,2.47,38,303273,40,189.545625,
25MarchEve0102,25MarchEve02,Subtraction,11,47,7,0,0,40,0.8510638298,,,Blackbuck,2.23,40,249455,40,155.909375,
25MarchEve0102,25MarchEve02,Subtraction,12,39,8,1,0.125,32,0.8205128205,,,Blackbuck,1.72,63,267149,40,166.968125,
25MarchEve0102,25MarchEve02,Subtraction,13,46,12,2,0.1666666667,36,0.7826086957,,,Blackbuck,1.83,47,341924,40,213.7025,
25MarchEve0102,25MarchEve02,Subtraction,14,36,17,3,0.1764705882,22,0.6111111111,,,Blackbuck,1.29,52,303165,40,189.478125,
25MarchEve0102,25MarchEve02,Subtraction,15,13,10,7,0.7,10,0.7692307692,,,Blackbuck,1.03,35,150764,40,94.2275,
25MarchEve0102,25MarchEve02,Subtraction,16,15,11,6,0.5454545455,10,0.6666666667,,,Blackbuck,3.05,47,204181,40,127.613125,
25MarchEve0102,25MarchEve02,Subtraction,17,50,14,0,0,36,0.72,,,Blackbuck,1.28,53,166133,40,103.833125,
25MarchEve0102,25MarchEve02,Subtraction,18,42,18,0,0,24,0.5714285714,,,Blackbuck,1.47,46,465892,40,291.1825,
25MarchEve0102,25MarchEve02,Subtraction,19,29,14,0,0,15,0.5172413793,,,Blackbuck,2,41,825585,40,515.990625,
25MarchEve0102,25MarchEve02,Subtraction,20,43,10,1,0.1,34,0.7906976744,,,Blackbuck,3.27,39,503730,40,314.83125,
25MarchEve0102,25MarchEve02,Subtraction,21,39,15,0,0,24,0.6153846154,,,Blackbuck,1.83,50,382691,40,239.181875,
25MarchEve0102,25MarchEve02,Subtraction,22,40,13,0,0,27,0.675,,,Blackbuck,1.36,53,349999,40,218.749375,
01MarchEve04,01MarchEve04,NN,1,35,11,2,0.1818181818,26,0.7428571429,0,,Blackbuck,,,,,,
01MarchEve04,01MarchEve04,NN,2,38,10,3,0.3,31,0.8157894737,0,,Blackbuck,,,,,,
01MarchEve04,01MarchEve04,NN,3,39,11,2,0.1818181818,30,0.7692307692,0,,Blackbuck,,,,,,
01MarchEve04,01MarchEve04,NN,4,39,11,2,0.1818181818,30,0.7692307692,0,,Blackbuck,,,,,,
01MarchEve04,01MarchEve04,NN,5,35,12,3,0.25,26,0.7428571429,0,,Blackbuck,,,,,,
01MarchEve04,01MarchEve04,NN,6,37,13,3,0.2307692308,27,0.7297297297,0,,Blackbuck,,,,,,
01MarchEve04,01MarchEve04,NN,7,54,10,2,0.2,46,0.8518518519,2,,Blackbuck,,,,,,
01MarchEve04,01MarchEve04,NN,8,55,10,2,0.2,47,0.8545454545,2,,Blackbuck,,,,,,
01MarchEve04,01MarchEve04,NN,9,28,1,0,0,27,0.9642857143,0,,Blackbuck,,,,,,
01MarchEve04,01MarchEve04,NN,10,31,2,0,0,29,0.935483871,0,,Blackbuck,,,,,,
01MarchEve04,01MarchEve04,NN,11,24,4,3,0.75,23,0.9583333333,1,,Blackbuck,,,,,,
01MarchEve04,01MarchEve04,NN,12,16,9,2,0.2222222222,9,0.5625,2,,Blackbuck,,,,,,
01MarchEve04,01MarchEve04,NN,13,18,8,1,0.125,11,0.6111111111,1,,Blackbuck,,,,,,
01MarchEve04,01MarchEve04,NN,14,24,9,1,0.1111111111,16,0.6666666667,1,,Blackbuck,,,,,,
01MarchEve04,01MarchEve04,NN,15,29,11,1,0.0909090909,19,0.6551724138,1,,Blackbuck,,,,,,
01MarchEve04,01MarchEve04,NN,16,65,10,1,0.1,56,0.8615384615,1,,Blackbuck,,,,,,
01MarchEve04,01MarchEve04,NN,17,66,13,1,0.0769230769,54,0.8181818182,1,,Blackbuck,,,,,,
01MarchEve04,01MarchEve04,NN,18,84,7,2,0.2857142857,79,0.9404761905,0,,Blackbuck,,,,,,
01MarchEve04,01MarchEve04,NN,19,135,6,1,0.1666666667,130,0.962962963,1,,Blackbuck,,,,,,
01MarchEve04,01MarchEve04,NN,20,131,12,2,0.1666666667,121,0.9236641221,2,,Blackbuck,,,,,,
01MarchEve04,01MarchEve04,NN,21,115,12,3,0.25,106,0.9217391304,1,,Blackbuck,,,,,,
01MarchEve04,01MarchEve04,NN,22,118,10,2,0.2,110,0.9322033898,2,,Blackbuck,,,,,,
01MarchEve04,01MarchEve04,NN,23,125,13,3,0.2307692308,115,0.92,1,,Blackbuck,,,,,,
01MarchEve04,01MarchEve04,NN,24,128,12,0,0,116,0.90625,0,,Blackbuck,,,,,,
01MarchEve04,01MarchEve04,NN,25,124,12,2,0.1666666667,114,0.9193548387,2,,Blackbuck,,,,,,
01MarchEve04,01MarchEve04,NN,26,119,15,4,0.2666666667,108,0.9075630252,3,,Blackbuck,,,,,,
01MarchEve04,01MarchEve04,NN,27,121,7,2,0.2857142857,116,0.958677686,2,,Blackbuck,,,,,,
01MarchEve04,01MarchEve04,NN,28,126,12,2,0.1666666667,116,0.9206349206,2,,Blackbuck,,,,,,
01MarchEve04,01MarchEve04,NN,29,51,10,0,0,41,0.8039215686,0,,Blackbuck,,,,,,
01MarchEve04,01MarchEve04,NN,30,44,9,1,0.1111111111,36,0.8181818182,1,,Blackbuck,,,,,,
01MarchEve04,01MarchEve04,NN,31,41,9,2,0.2222222222,34,0.8292682927,2,,Blackbuck,,,,,,
01MarchEve04,01MarchEve04,NN,32,39,13,2,0.1538461538,28,0.7179487179,1,,Blackbuck,,,,,,
01MarchEve04,01MarchEve04,NN,33,38,10,2,0.2,30,0.7894736842,2,,Blackbuck,,,,,,
02MarchMor01,02MarchMor01,NN,1,111,86,9,0.1046511628,34,0.3063063063,6,,Blackbuck,,,,,,
02MarchMor01,02MarchMor01,NN,2,127,78,6,0.0769230769,55,0.4330708661,5,,Blackbuck,,,,,,
02MarchMor01,02MarchMor01,NN,3,117,75,5,0.0666666667,47,0.4017094017,5,,Blackbuck,,,,,,
02MarchMor01,02MarchMor01,NN,4,106,59,4,0.0677966102,51,0.4811320755,4,,Blackbuck,,,,,,
02MarchMor01,02MarchMor01,NN,5,134,58,3,0.0517241379,79,0.5895522388,3,,Blackbuck,,,,,,
02MarchMor01,02MarchMor01,NN,6,111,69,3,0.0434782609,45,0.4054054054,3,,Blackbuck,,,,,,
02MarchMor01,02MarchMor01,NN,7,112,68,2,0.0294117647,46,0.4107142857,2,,Blackbuck,,,,,,
02MarchMor01,02MarchMor01,NN,8,95,44,4,0.0909090909,55,0.5789473684,4,,Blackbuck,,,,,,
02MarchMor01,02MarchMor01,NN,9,115,84,12,0.1428571429,43,0.3739130435,7,,Blackbuck,,,,,,
02MarchMor01,02MarchMor01,NN,10,124,65,5,0.0769230769,64,0.5161290323,3,,Blackbuck,,,,,,
02MarchMor01,02MarchMor01,NN,11,164,104,9,0.0865384615,69,0.4207317073,5,,Blackbuck,,,,,,
02MarchMor01,02MarchMor01,NN,12,153,119,15,0.1260504202,49,0.3202614379,2,,Blackbuck,,,,,,
02MarchMor01,02MarchMor01,NN,13,162,114,12,0.1052631579,60,0.3703703704,4,,Blackbuck,,,,,,
02MarchMor01,02MarchMor01,NN,14,165,122,11,0.0901639344,54,0.3272727273,4,,Blackbuck,,,,,,
02MarchMor01,02MarchMor01,NN,15,169,108,11,0.1018518519,72,0.426035503,3,,Blackbuck,,,,,,
02MarchMor01,02MarchMor01,NN,16,172,116,12,0.1034482759,68,0.3953488372,3,,Blackbuck,,,,,,
02MarchMor01,02MarchMor01,NN,17,165,101,10,0.099009901,74,0.4484848485,4,,Blackbuck,,,,,,
02MarchMor01,02MarchMor01,NN,18,162,106,11,0.1037735849,67,0.4135802469,4,,Blackbuck,,,,,,
02MarchMor01,02MarchMor01,NN,19,174,114,12,0.1052631579,72,0.4137931034,3,,Blackbuck,,,,,,
02MarchMor01,02MarchMor01,NN,20,182,115,11,0.0956521739,78,0.4285714286,5,,Blackbuck,,,,,,
02MarchMor01,02MarchMor01,NN,21,176,106,12,0.1132075472,82,0.4659090909,4,,Blackbuck,,,,,,
02MarchMor01,02MarchMor01,NN,22,184,110,9,0.0818181818,83,0.4510869565,6,,Blackbuck,,,,,,
02MarchMor01,02MarchMor01,NN,23,175,109,13,0.119266055,79,0.4514285714,6,,Blackbuck,,,,,,
02MarchMor01,02MarchMor01,NN,24,128,80,6,0.075,54,0.421875,3,,Blackbuck,,,,,,
02MarchMor01,02MarchMor01,NN,25,125,73,5,0.0684931507,57,0.456,3,,Blackbuck,,,,,,
02MarchMor01,02MarchMor01,NN,26,134,79,5,0.0632911392,60,0.447761194,5,,Blackbuck,,,,,,
02MarchMor01,02MarchMor01,NN,27,143,97,9,0.0927835052,55,0.3846153846,6,,Blackbuck,,,,,,
02MarchMor01,02MarchMor01,NN,28,138,82,7,0.0853658537,63,0.4565217391,4,,Blackbuck,,,,,,
02MarchMor01,02MarchMor01,NN,29,146,84,8,0.0952380952,70,0.4794520548,3,,Blackbuck,,,,,,
02MarchMor01,02MarchMor01,NN,30,138,80,6,0.075,64,0.4637681159,5,,Blackbuck,,,,,,
02MarchMor01,02MarchMor01,NN,31,143,77,6,0.0779220779,72,0.5034965035,5,,Blackbuck,,,,,,
02MarchMor01,02MarchMor01,NN,32,153,78,7,0.0897435897,82,0.5359477124,4,,Blackbuck,,,,,,
02MarchMor01,02MarchMor01,NN,33,160,90,8,0.0888888889,78,0.4875,3,,Blackbuck,,,,,,
03MarchMor0304,03MarchMor03,NN,1,74,52,3,0.0576923077,25,0.3378378378,3,,Blackbuck,,,,,,
03MarchMor0304,03MarchMor03,NN,2,72,52,4,0.0769230769,24,0.3333333333,4,,Blackbuck,,,,,,
03MarchMor0304,03MarchMor03,NN,3,81,60,6,0.1,27,0.3333333333,6,,Blackbuck,,,,,,
03MarchMor0304,03MarchMor03,NN,4,64,51,8,0.1568627451,21,0.328125,8,,Blackbuck,,,,,,
03MarchMor0304,03MarchMor03,NN,5,55,47,11,0.2340425532,19,0.3454545455,11,,Blackbuck,,,,,,
03MarchMor0304,03MarchMor03,NN,6,61,43,8,0.1860465116,26,0.4262295082,8,,Blackbuck,,,,,,
03MarchMor0304,03MarchMor03,NN,7,56,40,5,0.125,21,0.375,3,,Blackbuck,,,,,,
03MarchMor0304,03MarchMor03,NN,8,40,32,3,0.09375,11,0.275,3,,Blackbuck,,,,,,
03MarchMor0304,03MarchMor03,NN,9,46,31,3,0.0967741935,18,0.3913043478,3,,Blackbuck,,,,,,
03MarchMor0304,03MarchMor03,NN,10,37,24,6,0.25,19,0.5135135135,5,,Blackbuck,,,,,,
03MarchMor0304,03MarchMor03,NN,11,37,29,4,0.1379310345,12,0.3243243243,4,,Blackbuck,,,,,,
03MarchMor0304,03MarchMor03,NN,12,40,35,10,0.2857142857,15,0.375,8,,Blackbuck,,,,,,
03MarchMor0304,03MarchMor03,NN,13,32,34,8,0.2352941176,6,0.1875,6,,Blackbuck,,,,,,
03MarchMor0304,03MarchMor03,NN,14,37,33,7,0.2121212121,11,0.2972972973,7,,Blackbuck,,,,,,
03MarchMor0304,03MarchMor03,NN,15,34,32,11,0.34375,13,0.3823529412,10,,Blackbuck,,,,,,
03MarchMor0304,03MarchMor03,NN,16,29,31,7,0.2258064516,5,0.1724137931,7,,Blackbuck,,,,,,
03MarchMor0304,03MarchMor03,NN,17,39,33,5,0.1515151515,11,0.2820512821,5,,Blackbuck,,,,,,
03MarchMor0304,03MarchMor03,NN,18,56,49,7,0.1428571429,14,0.25,5,,Blackbuck,,,,,,
03MarchMor0304,03MarchMor03,NN,19,40,38,7,0.1842105263,9,0.225,6,,Blackbuck,,,,,,
03MarchMor0304,03MarchMor03,NN,20,53,35,5,0.1428571429,23,0.4339622642,5,,Blackbuck,,,,,,
03MarchMor0304,03MarchMor03,NN,21,54,41,7,0.1707317073,20,0.3703703704,7,,Blackbuck,,,,,,
03MarchMor0304,03MarchMor03,NN,22,53,37,6,0.1621621622,22,0.4150943396,5,,Blackbuck,,,,,,
03MarchMor0304,03MarchMor03,NN,23,55,39,8,0.2051282051,24,0.4363636364,4,,Blackbuck,,,,,,
03MarchMor0304,03MarchMor03,NN,24,54,41,7,0.1707317073,20,0.3703703704,6,,Blackbuck,,,,,,
03MarchMor0304,03MarchMor03,NN,25,46,38,5,0.1315789474,13,0.2826086957,5,,Blackbuck,,,,,,
03MarchMor0304,03MarchMor03,NN,26,42,38,5,0.1315789474,9,0.2142857143,5,,Blackbuck,,,,,,
03MarchMor0304,03MarchMor03,NN,27,44,39,6,0.1538461538,11,0.25,5,,Blackbuck,,,,,,
03MarchMor0304,03MarchMor03,NN,28,41,36,3,0.0833333333,8,0.1951219512,3,,Blackbuck,,,,,,
03MarchMor0304,03MarchMor03,NN,29,33,27,5,0.1851851852,11,0.3333333333,5,,Blackbuck,,,,,,
03MarchMor0304,03MarchMor03,NN,30,41,31,3,0.0967741935,13,0.3170731707,2,,Blackbuck,,,,,,
03MarchMor0304,03MarchMor03,NN,31,48,30,2,0.0666666667,20,0.4166666667,2,,Blackbuck,,,,,,
03MarchMor0304,03MarchMor03,NN,32,31,25,1,0.04,7,0.2258064516,1,,Blackbuck,,,,,,
03MarchMor0304,03MarchMor03,NN,33,38,26,2,0.0769230769,14,0.3684210526,2,,Blackbuck,,,,,,
04MarchMor04,04MarchMor04,NN,1,37,28,0,0,9,0.2432432432,0,,Blackbuck,,,,,,
04MarchMor04,04MarchMor04,NN,2,41,32,0,0,9,0.2195121951,0,,Blackbuck,,,,,,
04MarchMor04,04MarchMor04,NN,3,38,28,0,0,10,0.2631578947,0,,Blackbuck,,,,,,
04MarchMor04,04MarchMor04,NN,4,39,30,0,0,9,0.2307692308,0,,Blackbuck,,,,,,
04MarchMor04,04MarchMor04,NN,5,37,29,0,0,8,0.2162162162,0,,Blackbuck,,,,,,
04MarchMor04,04MarchMor04,NN,6,37,28,0,0,9,0.2432432432,0,,Blackbuck,,,,,,
04MarchMor04,04MarchMor04,NN,7,40,30,0,0,10,0.25,0,,Blackbuck,,,,,,
04MarchMor04,04MarchMor04,NN,8,38,30,0,0,8,0.2105263158,0,,Blackbuck,,,,,,
04MarchMor04,04MarchMor04,NN,9,36,27,0,0,9,0.25,0,,Blackbuck,,,,,,
04MarchMor04,04MarchMor04,NN,10,38,27,0,0,11,0.2894736842,0,,Blackbuck,,,,,,
04MarchMor04,04MarchMor04,NN,11,11,9,1,0.1111111111,3,0.2727272727,1,,Blackbuck,,,,,,
04MarchMor04,04MarchMor04,NN,12,16,11,0,0,5,0.3125,0,,Blackbuck,,,,,,
04MarchMor04,04MarchMor04,NN,13,8,8,0,0,0,0,0,,Blackbuck,,,,,,
04MarchMor04,04MarchMor04,NN,14,4,4,0,0,0,0,0,,Blackbuck,,,,,,
04MarchMor04,04MarchMor04,NN,15,11,11,0,0,0,0,0,,Blackbuck,,,,,,
04MarchMor04,04MarchMor04,NN,16,19,21,4,0.1904761905,2,0.1052631579,3,,Blackbuck,,,,,,
04MarchMor04,04MarchMor04,NN,17,22,19,1,0.0526315789,4,0.1818181818,1,,Blackbuck,,,,,,
04MarchMor04,04MarchMor04,NN,18,26,22,1,0.0454545455,5,0.1923076923,1,,Blackbuck,,,,,,
04MarchMor04,04MarchMor04,NN,19,19,21,3,0.1428571429,1,0.0526315789,3,,Blackbuck,,,,,,
04MarchMor04,04MarchMor04,NN,20,21,21,3,0.1428571429,3,0.1428571429,3,,Blackbuck,,,,,,
04MarchMor04,04MarchMor04,NN,21,23,24,2,0.0833333333,1,0.0434782609,2,,Blackbuck,,,,,,
04MarchMor04,04MarchMor04,NN,22,24,23,1,0.0434782609,2,0.0833333333,1,,Blackbuck,,,,,,
04MarchMor04,04MarchMor04,NN,23,23,25,4,0.16,2,0.0869565217,2,,Blackbuck,,,,,,
04MarchMor04,04MarchMor04,NN,24,20,21,3,0.1428571429,2,0.1,1,,Blackbuck,,,,,,
04MarchMor04,04MarchMor04,NN,25,13,12,1,0.0833333333,2,0.1538461538,2,,Blackbuck,,,,,,
04MarchMor04,04MarchMor04,NN,26,12,13,2,0.1538461538,1,0.0833333333,0,,Blackbuck,,,,,,
04MarchMor04,04MarchMor04,NN,27,15,14,0,0,1,0.0666666667,0,,Blackbuck,,,,,,
04MarchMor04,04MarchMor04,NN,28,15,14,0,0,1,0.0666666667,0,,Blackbuck,,,,,,
04MarchMor04,04MarchMor04,NN,29,11,12,1,0.0833333333,0,0,1,,Blackbuck,,,,,,
04MarchMor04,04MarchMor04,NN,30,12,10,0,0,2,0.1666666667,0,,Blackbuck,,,,,,
04MarchMor04,04MarchMor04,NN,31,7,9,2,0.2222222222,0,0,0,,Blackbuck,,,,,,
04MarchMor04,04MarchMor04,NN,32,5,5,0,0,0,0,0,,Blackbuck,,,,,,
10MarchMor01,10MarchMor01,NN,1,35,41,6,0.1463414634,0,0,5,,Blackbuck,,,,,,
10MarchMor01,10MarchMor01,NN,2,36,43,7,0.1627906977,0,0,7,,Blackbuck,,,,,,
10MarchMor01,10MarchMor01,NN,3,36,43,7,0.1627906977,0,0,7,,Blackbuck,,,,,,
10MarchMor01,10MarchMor01,NN,4,35,41,6,0.1463414634,0,0,6,,Blackbuck,,,,,,
10MarchMor01,10MarchMor01,NN,5,37,44,7,0.1590909091,0,0,7,,Blackbuck,,,,,,
10MarchMor01,10MarchMor01,NN,6,37,43,6,0.1395348837,0,0,6,,Blackbuck,,,,,,
10MarchMor01,10MarchMor01,NN,7,37,43,6,0.1395348837,0,0,6,,Blackbuck,,,,,,
10MarchMor01,10MarchMor01,NN,8,40,46,6,0.1304347826,0,0,5,,Blackbuck,,,,,,
