VideoName,Video Name (original),Method Name,Frame number,Total keyP,N visible,Failed detections,failed percent,False detections,false percent,Not Included in Detections,FalseKeyP,Species,Contrast (Fg/BG),Animal Size (pixels diagonal),Area,Height (only for BB),Narea,Boundary
25MarchEve0506,25MarchEve05,Segmentation,17,5,36,31,0.8611111111,0,0,,,Blackbuck,1.89,52,258655,35,211.1469388,
25MarchEve0506,25MarchEve05,Segmentation,18,2,29,27,0.9310344828,0,0,,,Blackbuck,1.99,31,252422,35,206.0587755,
25MarchEve0506,25MarchEve05,Segmentation,19,2,30,28,0.9333333333,0,0,,,Blackbuck,1.44,48,190115,35,155.1959184,
25MarchEve0506,25MarchEve05,Segmentation,20,2,34,32,0.9411764706,0,0,,,Blackbuck,1.54,49,276267,35,225.5240816,
25MarchEve0506,25MarchEve05,Segmentation,21,1,31,30,0.9677419355,0,0,,,Blackbuck,1.6,45,163698,35,133.6310204,
25MarchEve0506,25MarchEve05,Segmentation,22,3,26,24,0.9230769231,1,0.3333333333,,,Blackbuck,1.34,41,253726,35,207.1232653,
25MarchEve0506,25MarchEve05,Segmentation,23,1,29,28,0.9655172414,0,0,,,Blackbuck,1.87,44,277765,35,226.7469388,
25MarchEve0506,25MarchEve05,Segmentation,24,1,27,26,0.962962963,0,0,,,Blackbuck,1.66,44,209616,35,171.115102,
25MarchEve0506,25MarchEve05,Segmentation,25,3,28,25,0.8928571429,0,0,,,Blackbuck,1.62,54,163914,35,133.8073469,
25MarchEve0506,25MarchEve05,Segmentation,26,3,28,25,0.8928571429,0,0,,,Blackbuck,1.11,36,235788,35,192.48,
25MarchEve0506,25MarchEve05,Segmentation,27,7,34,27,0.7941176471,0,0,,,Blackbuck,1.75,35,348559,35,284.5379592,
25MarchEve0506,25MarchEve05,Segmentation,28,10,31,23,0.7419354839,2,0.2,,,Blackbuck,1.76,62,202301,35,165.1436735,
25MarchEve0506,25MarchEve06,Segmentation,1,15,25,13,0.52,3,0.2,,,Blackbuck,1.44,47,233976,35,191.0008163,
25MarchEve0506,25MarchEve06,Segmentation,2,19,27,9,0.3333333333,1,0.0526315789,,,Blackbuck,1.88,46,162205,35,132.4122449,
25MarchEve0506,25MarchEve06,Segmentation,3,17,23,8,0.347826087,2,0.1176470588,,,Blackbuck,2.03,52,317838,35,259.4595918,
25MarchEve0506,25MarchEve06,Segmentation,4,17,31,16,0.5161290323,2,0.1176470588,,,Blackbuck,1.9,40,169676,35,138.5110204,
25MarchEve0506,25MarchEve06,Segmentation,5,18,31,16,0.5161290323,3,0.1666666667,,,Blackbuck,1.38,42,196517,35,160.4220408,
25MarchEve0506,25MarchEve06,Segmentation,6,15,29,15,0.5172413793,1,0.0666666667,,,Blackbuck,1.84,45,163792,35,133.7077551,
25MarchEve0506,25MarchEve06,Segmentation,7,43,32,7,0.21875,18,0.4186046512,,,Blackbuck,1.29,43,206274,35,168.3869388,
25MarchEve0506,25MarchEve06,Segmentation,8,37,30,7,0.2333333333,14,0.3783783784,,,Blackbuck,1.23,33,227327,35,185.5730612,
25MarchEve0506,25MarchEve06,Segmentation,9,31,31,9,0.2903225806,9,0.2903225806,,,Blackbuck,1.55,63,261965,35,213.8489796,
26MarchEve0102,26MarchEve01,Segmentation,1,15,15,9,0.6,9,0.6,,,Blackbuck,1.8,28,73084,40,45.6775,
26MarchEve0102,26MarchEve01,Segmentation,2,16,14,4,0.2857142857,6,0.375,,,Blackbuck,1.65,48,103763,40,64.851875,
26MarchEve0102,26MarchEve01,Segmentation,3,13,12,5,0.4166666667,6,0.4615384615,,,Blackbuck,1.38,52,198923,40,124.326875,
26MarchEve0102,26MarchEve01,Segmentation,4,13,14,6,0.4285714286,5,0.3846153846,,,Blackbuck,2.45,35,129255,40,80.784375,
26MarchEve0102,26MarchEve01,Segmentation,5,13,13,4,0.3076923077,4,0.3076923077,,,Blackbuck,2.34,27,111078,40,69.42375,
26MarchEve0102,26MarchEve01,Segmentation,6,19,17,6,0.3529411765,8,0.4210526316,,,Blackbuck,2.21,29,281449,40,175.905625,
26MarchEve0102,26MarchEve01,Segmentation,7,19,14,6,0.4285714286,11,0.5789473684,,,Blackbuck,1.6,35,254997,40,159.373125,
26MarchEve0102,26MarchEve01,Segmentation,8,21,15,4,0.2666666667,10,0.4761904762,,,Blackbuck,1.77,38,308549,40,192.843125,
26MarchEve0102,26MarchEve01,Segmentation,9,15,15,8,0.5333333333,8,0.5333333333,,,Blackbuck,1.26,41,287889,40,179.930625,
26MarchEve0102,26MarchEve01,Segmentation,10,17,16,7,0.4375,8,0.4705882353,,,Blackbuck,1.34,40,193615,40,121.009375,
26MarchEve0102,26MarchEve01,Segmentation,11,17,18,8,0.4444444444,7,0.4117647059,,,Blackbuck,1.66,52,202992,40,126.87,
26MarchEve0102,26MarchEve01,Segmentation,12,15,13,5,0.3846153846,7,0.4666666667,,,Blackbuck,1.3,47,302553,40,189.095625,
26MarchEve0102,26MarchEve01,Segmentation,13,16,16,7,0.4375,7,0.4375,,,Blackbuck,1.36,42,336294,40,210.18375,
26MarchEve0102,26MarchEve01,Segmentation,14,15,14,7,0.5,8,0.5333333333,,,Blackbuck,1.38,47,327366,40,204.60375,
26MarchEve0102,26MarchEve01,Segmentation,15,13,15,6,0.4,4,0.3076923077,,,Blackbuck,1.9,42,235893,40,147.433125,
26MarchEve0102,26MarchEve01,Segmentation,16,9,14,5,0.3571428571,0,0,,,Blackbuck,1.28,52,267859,40,167.411875,
26MarchEve0102,26MarchEve01,Segmentation,17,9,12,5,0.4166666667,2,0.2222222222,,,Blackbuck,1.37,47,264807,40,165.504375,
26MarchEve0102,26MarchEve01,Segmentation,18,9,15,6,0.4,0,0,,,Blackbuck,1.48,49,180887,40,113.054375,
26MarchEve0102,26MarchEve01,Segmentation,19,8,15,7,0.4666666667,0,0,,,Blackbuck,1.55,53,379255,40,237.034375,
26MarchEve0102,26MarchEve01,Segmentation,20,14,13,6,0.4615384615,7,0.5,,,Blackbuck,1.2,51,348429,40,217.768125,
26MarchEve0102,26MarchEve01,Segmentation,21,17,18,6,0.3333333333,5,0.2941176471,,,Blackbuck,1.86,63,371603,40,232.251875,
26MarchEve0102,26MarchEve01,Segmentation,22,16,15,4,0.2666666667,5,0.3125,,,Blackbuck,1.78,37,244489,40,152.805625,
26MarchEve0102,26MarchEve01,Segmentation,23,12,13,5,0.3846153846,4,0.3333333333,,,Blackbuck,1.25,44,464811,40,290.506875,
26MarchEve0102,26MarchEve01,Segmentation,24,14,14,3,0.2142857143,3,0.2142857143,,,Blackbuck,1.76,58,199285,40,124.553125,
26MarchEve0102,26MarchEve01,Segmentation,25,16,13,4,0.3076923077,7,0.4375,,,Blackbuck,1.89,51,295128,40,184.455,
26MarchEve0102,26MarchEve01,Segmentation,26,16,17,6,0.3529411765,5,0.3125,,,Blackbuck,2.32,52,309086,40,193.17875,
26MarchEve0102,26MarchEve01,Segmentation,27,17,18,6,0.3333333333,5,0.2941176471,,,Blackbuck,2.21,57,187324,40,117.0775,
26MarchEve0102,26MarchEve01,Segmentation,28,21,19,5,0.2631578947,7,0.3333333333,,,Blackbuck,1.68,49,676347,40,422.716875,
26MarchEve0102,26MarchEve01,Segmentation,29,22,20,6,0.3,8,0.3636363636,,,Blackbuck,1.6,43,271866,40,169.91625,
26MarchEve0102,26MarchEve01,Segmentation,30,18,22,10,0.4545454545,6,0.3333333333,,,Blackbuck,1.29,47,259663,40,162.289375,
26MarchEve0102,26MarchEve01,Segmentation,31,20,21,11,0.5238095238,10,0.5,,,Blackbuck,1.89,48,121431,40,75.894375,
26MarchEve0102,26MarchEve01,Segmentation,32,18,23,12,0.5217391304,7,0.3888888889,,,Blackbuck,1.98,62,107509,40,67.193125,
26MarchEve0102,26MarchEve01,Segmentation,33,24,26,8,0.3076923077,6,0.25,,,Blackbuck,1.91,39,63020,40,39.3875,
26MarchEve0102,26MarchEve02,Segmentation,1,26,35,17,0.4857142857,8,0.3076923077,,,Blackbuck,1.2,40,179492,40,112.1825,
26MarchEve0102,26MarchEve02,Segmentation,2,31,33,8,0.2424242424,6,0.1935483871,,,Blackbuck,1.36,42,110009,40,68.755625,
26MarchEve0102,26MarchEve02,Segmentation,3,18,27,13,0.4814814815,4,0.2222222222,,,Blackbuck,1.33,41,274575,40,171.609375,
26MarchEve0102,26MarchEve02,Segmentation,4,16,27,12,0.4444444444,1,0.0625,,,Blackbuck,1.6,59,336026,40,210.01625,
26MarchEve0102,26MarchEve02,Segmentation,5,17,25,10,0.4,2,0.1176470588,,,Blackbuck,1.79,56,235017,40,146.885625,
26MarchEve0102,26MarchEve02,Segmentation,6,24,25,8,0.32,7,0.2916666667,,,Blackbuck,1.79,55,188377,40,117.735625,
26MarchEve0102,26MarchEve02,Segmentation,7,16,16,7,0.4375,7,0.4375,,,Blackbuck,1.91,63,308504,40,192.815,
26MarchEve0102,26MarchEve02,Segmentation,8,18,24,7,0.2916666667,1,0.0555555556,,,Blackbuck,1.98,49,370962,40,231.85125,
26MarchEve0102,26MarchEve02,Segmentation,9,17,22,8,0.3636363636,3,0.1764705882,,,Blackbuck,1.94,48,258128,40,161.33,
26MarchEve0102,26MarchEve02,Segmentation,10,21,20,5,0.25,6,0.2857142857,,,Blackbuck,0.21,32,162448,40,101.53,
26MarchEve0102,26MarchEve02,Segmentation,11,22,22,5,0.2272727273,5,0.2272727273,,,Blackbuck,1.69,37,167498,40,104.68625,
26MarchEve0102,26MarchEve02,Segmentation,12,23,24,6,0.25,5,0.2173913043,,,Blackbuck,1.97,35,304493,40,190.308125,
26MarchEve0102,26MarchEve02,Segmentation,13,18,20,7,0.35,5,0.2777777778,,,Blackbuck,1.23,46,89661,40,56.038125,
26MarchEve0102,26MarchEve02,Segmentation,14,24,27,5,0.1851851852,2,0.0833333333,,,Blackbuck,1.67,44,521624,40,326.015,
26MarchEve0102,26MarchEve02,Segmentation,15,23,23,4,0.1739130435,4,0.1739130435,,,Blackbuck,1.02,41,152763,40,95.476875,
26MarchEve0102,26MarchEve02,Segmentation,16,20,26,7,0.2692307692,1,0.05,,,Blackbuck,1.58,40,292328,40,182.705,
26MarchEve0102,26MarchEve02,Segmentation,17,26,27,6,0.2222222222,5,0.1923076923,,,Blackbuck,1.7,56,270101,40,168.813125,
26MarchEve0102,26MarchEve02,Segmentation,18,23,24,7,0.2916666667,6,0.2608695652,,,Blackbuck,1.72,52,257770,40,161.10625,
26MarchEve0102,26MarchEve02,Segmentation,19,24,27,6,0.2222222222,3,0.125,,,Blackbuck,1.48,59,194183,40,121.364375,
26MarchEve0102,26MarchEve02,Segmentation,20,25,26,6,0.2307692308,5,0.2,,,Blackbuck,1.87,55,132711,40,82.944375,
26MarchEve0102,26MarchEve02,Segmentation,21,10,24,15,0.625,1,0.1,,,Blackbuck,1.45,54,167356,40,104.5975,
26MarchEve0102,26MarchEve02,Segmentation,22,13,24,12,0.5,1,0.0769230769,,,Blackbuck,1.48,54,170265,40,106.415625,
26MarchEve0102,26MarchEve02,Segmentation,23,9,24,15,0.625,0,0,,,Blackbuck,1.04,58,210698,40,131.68625,
26MarchEve0102,26MarchEve02,Segmentation,24,8,21,13,0.619047619,0,0,,,Blackbuck,2.17,64,157066,40,98.16625,
26MarchEve0102,26MarchEve02,Segmentation,25,7,26,20,0.7692307692,1,0.1428571429,,,Blackbuck,1.58,50,183646,40,114.77875,
26MarchEve0102,26MarchEve02,Segmentation,26,12,24,13,0.5416666667,1,0.0833333333,,,Blackbuck,1.56,4,139657,40,87.285625,
26MarchEve0102,26MarchEve02,Segmentation,27,6,21,15,0.7142857143,0,0,,,Blackbuck,1.42,47,216524,40,135.3275,
26MarchEve0102,26MarchEve02,Segmentation,28,5,22,17,0.7727272727,0,0,,,Blackbuck,1.37,36,291076,40,181.9225,
26MarchEve0102,26MarchEve02,Segmentation,29,5,23,18,0.7826086957,0,0,,,Blackbuck,1.69,53,199854,40,124.90875,
26MarchEve0102,26MarchEve02,Segmentation,30,9,10,1,0.1,0,0,,,Blackbuck,1.48,55,91169,40,56.980625,
MVI_0047,MVI_0047,Subtraction,1,20,56,36,0.6428571429,0,0,,,Fish,0.457,7,9549,,,0
MVI_0047,MVI_0047,Subtraction,2,25,59,34,0.5762711864,0,0,,,Fish,0.447,10,14591,,,1
MVI_0047,MVI_0047,Subtraction,3,23,57,34,0.5964912281,0,0,,,Fish,0.52,8,16235,,,1
MVI_0047,MVI_0047,Subtraction,4,26,58,35,0.6034482759,3,0.1153846154,,,Fish,0.486,7,16170,,,1
MVI_0047,MVI_0047,Subtraction,5,23,60,39,0.65,2,0.0869565217,,,Fish,0.428,7,16379,,,1
MVI_0047,MVI_0047,Subtraction,6,23,60,37,0.6166666667,0,0,,,Fish,0.572,9,15985,,,1
MVI_0047,MVI_0047,Subtraction,7,27,57,33,0.5789473684,3,0.1111111111,,,Fish,0.376,7,14442,,,1
MVI_0047,MVI_0047,Subtraction,8,30,57,31,0.5438596491,4,0.1333333333,,,Fish,0.492,11,16540,,,1
MVI_0047,MVI_0047,Subtraction,9,30,60,32,0.5333333333,2,0.0666666667,,,Fish,0.528,8,17119,,,1
MVI_0047,MVI_0047,Subtraction,10,29,58,29,0.5,0,0,,,Fish,0.39,9,18517,,,1
MVI_0047,MVI_0047,Subtraction,11,45,58,16,0.275862069,3,0.0666666667,,,Fish,0.463,8,20428,,,1
MVI_0047,MVI_0047,Subtraction,12,45,57,14,0.2456140351,2,0.0444444444,,,Fish,0.582,7,19476,,,1
MVI_0047,MVI_0047,Subtraction,13,49,59,11,0.186440678,1,0.0204081633,,,Fish,0.629,9,16719,,,0
MVI_0047,MVI_0047,Subtraction,14,35,59,26,0.4406779661,2,0.0571428571,,,Fish,0.472,8,18541,,,1
MVI_0047,MVI_0047,Subtraction,15,41,57,20,0.350877193,4,0.0975609756,,,Fish,0.488,9,18087,,,1
MVI_0047,MVI_0047,Subtraction,16,37,60,23,0.3833333333,0,0,,,Fish,0.451,9,16550,,,0
MVI_0047,MVI_0047,Subtraction,17,35,59,24,0.406779661,0,0,,,Fish,0.527,8,12924,,,0
MVI_0047,MVI_0047,Subtraction,18,30,60,30,0.5,0,0,,,Fish,0.521,7,15155,,,1
MVI_0047,MVI_0047,Subtraction,19,36,60,26,0.4333333333,2,0.0555555556,,,Fish,0.522,9,22856,,,0
MVI_0047,MVI_0047,Subtraction,20,33,57,24,0.4210526316,0,0,,,Fish,0.629,10,17130,,,0
MVI_0047,MVI_0047,Subtraction,21,34,58,30,0.5172413793,6,0.1764705882,,,Fish,0.482,10,17993,,,1
MVI_0047,MVI_0047,Subtraction,22,31,56,28,0.5,3,0.0967741935,,,Fish,0.427,9,14063,,,1
MVI_0047,MVI_0047,Subtraction,23,31,57,30,0.5263157895,4,0.1290322581,,,Fish,0.452,8,15401,,,1
MVI_0047,MVI_0047,Subtraction,24,29,59,30,0.5084745763,0,0,,,Fish,0.523,7,16524,,,1
MVI_0047,MVI_0047,Subtraction,25,37,60,23,0.3833333333,0,0,,,Fish,0.633,7,15883,,,1
MVI_0047,MVI_0047,Subtraction,26,31,59,28,0.4745762712,0,0,,,Fish,0.377,8,13696,,,1
MVI_0047,MVI_0047,Subtraction,27,29,59,31,0.5254237288,1,0.0344827586,,,Fish,0.512,8,14997,,,1
MVI_0047,MVI_0047,Subtraction,28,26,60,34,0.5666666667,0,0,,,Fish,0.582,9,15471,,,1
MVI_0047,MVI_0047,Subtraction,29,22,57,35,0.6140350877,0,0,,,Fish,0.47,9,16605,,,1
MVI_0047,MVI_0047,Subtraction,30,29,59,30,0.5084745763,0,0,,,Fish,0.53,10,17374,,,1
MVI_0047,MVI_0047,Subtraction,31,32,60,28,0.4666666667,0,0,,,Fish,0.487,9,15775,,,1
MVI_0047,MVI_0047,Subtraction,32,34,57,23,0.4035087719,0,0,,,Fish,0.388,7,15303,,,1
MVI_0047,MVI_0047,Subtraction,33,59,60,1,0.0166666667,0,0,,,Fish,0.521,8,21569,,,1
MVI_0047,MVI_0047,Subtraction,34,60,60,0,0,0,0,,,Fish,0.464,9,21765,,,
MVI_0047,MVI_0047,Subtraction,35,58,60,2,0.0333333333,0,0,,,Fish,0.41,8,39149,,,
MVI_0047,MVI_0047,Subtraction,36,56,60,4,0.0666666667,0,0,,,Fish,0.423,9,46689,,,
MVI_0047,MVI_0047,Subtraction,37,58,60,2,0.0333333333,0,0,,,Fish,0.483,9,32484,,,
MVI_0048,MVI_0048,Subtraction,1,45,59,14,0.2372881356,0,0,,,Fish,0.532,8,34816,,,0
MVI_0048,MVI_0048,Subtraction,2,46,60,14,0.2333333333,0,0,,,Fish,0.456,7,28982,,,0
MVI_0048,MVI_0048,Subtraction,3,52,60,8,0.1333333333,0,0,,,Fish,0.548,7,29900,,,0
MVI_0048,MVI_0048,Subtraction,4,34,57,23,0.4035087719,0,0,,,Fish,0.486,9,31609,,,0
MVI_0048,MVI_0048,Subtraction,5,46,60,14,0.2333333333,0,0,,,Fish,0.651,8,29570,,,0
MVI_0048,MVI_0048,Subtraction,6,37,60,23,0.3833333333,0,0,,,Fish,0.547,11,25214,,,0
MVI_0048,MVI_0048,Subtraction,7,36,59,23,0.3898305085,0,0,,,Fish,0.421,9,26340,,,0
MVI_0048,MVI_0048,Subtraction,8,38,57,19,0.3333333333,0,0,,,Fish,0.532,10,22728,,,0
MVI_0048,MVI_0048,Subtraction,9,39,59,20,0.3389830508,0,0,,,Fish,0.498,8,29617,,,0
MVI_0048,MVI_0048,Subtraction,10,38,60,22,0.3666666667,0,0,,,Fish,0.476,9,32711,,,0
MVI_0048,MVI_0048,Subtraction,11,30,60,30,0.5,0,0,,,Fish,0.485,8,30171,,,0
MVI_0048,MVI_0048,Subtraction,12,35,60,25,0.4166666667,0,0,,,Fish,0.437,8,32638,,,0
MVI_0048,MVI_0048,Subtraction,13,34,59,25,0.4237288136,0,0,,,Fish,0.568,9,35703,,,0
MVI_0048,MVI_0048,Subtraction,14,33,59,26,0.4406779661,0,0,,,Fish,0.517,10,28878,,,0
MVI_0048,MVI_0048,Subtraction,15,32,59,27,0.4576271186,0,0,,,Fish,0.463,11,30639,,,0
MVI_0048,MVI_0048,Subtraction,16,41,60,19,0.3166666667,0,0,,,Fish,0.475,6,33419,,,0
MVI_0048,MVI_0048,Subtraction,17,39,59,20,0.3389830508,0,0,,,Fish,0.532,8,27413,,,0
MVI_0048,MVI_0048,Subtraction,18,38,60,22,0.3666666667,0,0,,,Fish,0.429,9,20423,,,0
MVI_0048,MVI_0048,Subtraction,19,40,58,18,0.3103448276,0,0,,,Fish,0.316,9,34930,,,0
MVI_0048,MVI_0048,Subtraction,20,35,58,23,0.3965517241,0,0,,,Fish,0.487,8,36936,,,0
MVI_0048,MVI_0048,Subtraction,21,33,60,27,0.45,0,0,,,Fish,0.426,7,43154,,,0
MVI_0048,MVI_0048,Subtraction,22,49,60,11,0.1833333333,0,0,,,Fish,0.465,8,9711,,,0
MVI_0048,MVI_0048,Subtraction,23,60,60,0,0,0,0,,,Fish,0.418,7,17447,,,0
MVI_0048,MVI_0048,Subtraction,24,60,60,0,0,0,0,,,Fish,0.386,9,17249,,,0
MVI_0048,MVI_0048,Subtraction,25,55,60,5,0.0833333333,0,0,,,Fish,0.455,6,17765,,,0
MVI_0048,MVI_0048,Subtraction,26,59,60,1,0.0166666667,0,0,,,Fish,0.523,8,19885,,,0
MVI_0048,MVI_0048,Subtraction,27,57,60,3,0.05,0,0,,,Fish,0.489,7,21256,,,0
MVI_0048,MVI_0048,Subtraction,28,34,57,23,0.4035087719,0,0,,,Fish,0.49,7,22316,,,0
MVI_0048,MVI_0048,Subtraction,29,30,57,27,0.4736842105,0,0,,,Fish,0.364,8,22237,,,0
MVI_0048,MVI_0048,Subtraction,30,35,59,24,0.406779661,0,0,,,Fish,0.467,9,26108,,,0
MVI_0048,MVI_0048,Subtraction,31,38,60,22,0.3666666667,0,0,,,Fish,0.511,8,25831,,,0
MVI_0048,MVI_0048,Subtraction,32,34,58,24,0.4137931034,0,0,,,Fish,0.478,7,26598,,,0
MVI_0048,MVI_0048,Subtraction,33,30,60,30,0.5,0,0,,,Fish,0.432,6,23850,,,0
MVI_0048,MVI_0048,Subtraction,34,25,59,34,0.5762711864,0,0,,,Fish,0.489,9,27499,,,
MVI_0048,MVI_0048,Subtraction,35,37,57,20,0.350877193,0,0,,,Fish,0.361,7,27485,,,
MVI_0048,MVI_0048,Subtraction,36,35,59,24,0.406779661,0,0,,,Fish,0.389,8,24542,,,
MVI_0049,MVI_0049,Subtraction,1,61,60,0,0,1,0.0163934426,,,Fish,0.41,9,12910,,,0
MVI_0049,MVI_0049,Subtraction,2,54,60,6,0.1,0,0,,,Fish,0.532,6,24147,,,0
MVI_0049,MVI_0049,Subtraction,3,57,60,3,0.05,0,0,,,Fish,0.61,7,18889,,,0
MVI_0049,MVI_0049,Subtraction,4,59,60,1,0.0166666667,0,0,,,Fish,0.356,8,32994,,,0
MVI_0049,MVI_0049,Subtraction,5,40,58,18,0.3103448276,0,0,,,Fish,0.674,7,34615,,,0
MVI_0049,MVI_0049,Subtraction,6,36,59,23,0.3898305085,0,0,,,Fish,0.548,7,31597,,,0
MVI_0049,MVI_0049,Subtraction,7,34,60,26,0.4333333333,0,0,,,Fish,0.5,8,29717,,,0
MVI_0049,MVI_0049,Subtraction,8,29,60,31,0.5166666667,0,0,,,Fish,0.433,7,33731,,,0
MVI_0049,MVI_0049,Subtraction,9,34,59,25,0.4237288136,0,0,,,Fish,0.486,10,35522,,,0
MVI_0049,MVI_0049,Subtraction,10,27,59,32,0.5423728814,0,0,,,Fish,0.429,8,31827,,,0
MVI_0049,MVI_0049,Subtraction,11,31,58,27,0.4655172414,0,0,,,Fish,0.471,8,30041,,,0
MVI_0049,MVI_0049,Subtraction,12,36,60,24,0.4,0,0,,,Fish,0.435,9,33223,,,0
MVI_0049,MVI_0049,Subtraction,13,48,60,12,0.2,0,0,,,Fish,0.497,11,22078,,,0
MVI_0049,MVI_0049,Subtraction,14,58,60,2,0.0333333333,0,0,,,Fish,0.514,8,18302,,,0
MVI_0049,MVI_0049,Subtraction,15,58,60,2,0.0333333333,0,0,,,Fish,0.568,9,20074,,,0
MVI_0049,MVI_0049,Subtraction,16,51,60,9,0.15,0,0,,,Fish,0.485,8,15547,,,0
MVI_0049,MVI_0049,Subtraction,17,58,60,2,0.0333333333,0,0,,,Fish,0.437,8,18393,,,0
MVI_0049,MVI_0049,Subtraction,18,40,57,17,0.298245614,0,0,,,Fish,0.416,9,19674,,,0
MVI_0049,MVI_0049,Subtraction,19,41,59,18,0.3050847458,0,0,,,Fish,0.476,7,21999,,,0
MVI_0049,MVI_0049,Subtraction,20,39,60,21,0.35,0,0,,,Fish,0.647,8,21976,,,0
MVI_0049,MVI_0049,Subtraction,21,41,60,19,0.3166666667,0,0,,,Fish,0.511,8,23326,,,0
MVI_0049,MVI_0049,Subtraction,22,59,60,1,0.0166666667,0,0,,,Fish,0.529,7,52421,,,0
MVI_0049,MVI_0049,Subtraction,23,57,60,3,0.05,0,0,,,Fish,0.465,8,26254,,,0
MVI_0049,MVI_0049,Subtraction,24,59,59,1,0.0169491525,1,0.0169491525,,,Fish,0.645,9,21860,,,0
MVI_0049,MVI_0049,Subtraction,25,59,60,1,0.0166666667,0,0,,,Fish,0.421,8,22316,,,0
MVI_0049,MVI_0049,Subtraction,26,54,59,5,0.0847457627,0,0,,,Fish,0.577,11,32011,,,1
MVI_0049,MVI_0049,Subtraction,27,41,59,19,0.3220338983,1,0.0243902439,,,Fish,0.648,9,20313,,,0
MVI_0049,MVI_0049,Subtraction,28,34,56,22,0.3928571429,0,0,,,Fish,0.537,8,22463,,,0
MVI_0049,MVI_0049,Subtraction,29,38,59,21,0.3559322034,0,0,,,Fish,0.514,9,20211,,,0
MVI_0049,MVI_0049,Subtraction,30,33,58,25,0.4310344828,0,0,,,Fish,0.429,11,17312,,,0
MVI_0049,MVI_0049,Subtraction,31,44,60,16,0.2666666667,0,0,,,Fish,0.647,8,26512,,,0
MVI_0049,MVI_0049,Subtraction,32,44,59,15,0.2542372881,0,0,,,Fish,0.533,9,17442,,,1
MVI_0049,MVI_0049,Subtraction,33,58,60,2,0.0333333333,0,0,,,Fish,0.546,8,21789,,,
MVI_0049,MVI_0049,Subtraction,34,51,60,9,0.15,0,0,,,Fish,0.517,7,16122,,,
MVI_0049,MVI_0049,Subtraction,35,56,58,3,0.0517241379,1,0.0178571429,,,Fish,0.482,8,24506,,,
MVI_0049,MVI_0049,Subtraction,36,60,59,0,0,1,0.0166666667,,,Fish,0.648,9,18509,,,
MVI_0049,MVI_0049,Subtraction,37,60,59,0,0,1,0.0166666667,,,Fish,0.496,8,17463,,,
MVI_0050,MVI_0050,Subtraction,1,46,60,14,0.2333333333,0,0,,,Fish,0.471,8,20048,,,0
MVI_0050,MVI_0050,Subtraction,2,44,60,16,0.2666666667,0,0,,,Fish,0.548,7,19024,,,0
MVI_0050,MVI_0050,Subtraction,3,42,59,17,0.2881355932,0,0,,,Fish,0.485,8,19953,,,0
MVI_0050,MVI_0050,Subtraction,4,31,58,27,0.4655172414,0,0,,,Fish,0.467,11,21993,,,0
MVI_0050,MVI_0050,Subtraction,5,40,60,20,0.3333333333,0,0,,,Fish,0.544,9,22237,,,0
MVI_0050,MVI_0050,Subtraction,6,39,60,21,0.35,0,0,,,Fish,0.647,8,21108,,,0
MVI_0050,MVI_0050,Subtraction,7,60,60,0,0,0,0,,,Fish,0.452,8,26030,,,0
MVI_0050,MVI_0050,Subtraction,8,47,60,13,0.2166666667,0,0,,,Fish,0.467,9,26913,,,0
MVI_0050,MVI_0050,Subtraction,9,46,58,12,0.2068965517,0,0,,,Fish,0.481,7,21223,,,0
MVI_0050,MVI_0050,Subtraction,10,60,60,0,0,0,0,,,Fish,0.475,6,23263,,,0
MVI_0050,MVI_0050,Subtraction,11,55,60,5,0.0833333333,0,0,,,Fish,0.497,7,16805,,,1
MVI_0050,MVI_0050,Subtraction,12,60,60,0,0,0,0,,,Fish,0.421,9,28619,,,1
MVI_0050,MVI_0050,Subtraction,13,60,60,0,0,0,0,,,Fish,0.463,9,20002,,,1
MVI_0050,MVI_0050,Subtraction,14,50,60,10,0.1666666667,0,0,,,Fish,0.514,7,16562,,,1
MVI_0050,MVI_0050,Subtraction,15,40,59,19,0.3220338983,0,0,,,Fish,0.584,8,19266,,,0
MVI_0050,MVI_0050,Subtraction,16,41,58,17,0.2931034483,0,0,,,Fish,0.533,11,16473,,,0
MVI_0050,MVI_0050,Subtraction,17,44,60,16,0.2666666667,0,0,,,Fish,0.547,8,17882,,,0
MVI_0050,MVI_0050,Subtraction,18,38,59,21,0.3559322034,0,0,,,Fish,0.384,9,16852,,,0
MVI_0050,MVI_0050,Subtraction,19,39,58,19,0.3275862069,0,0,,,Fish,0.367,8,32008,,,0
MVI_0050,MVI_0050,Subtraction,20,59,60,1,0.0166666667,0,0,,,Fish,0.349,9,21505,,,0
MVI_0050,MVI_0050,Subtraction,21,58,60,3,0.05,1,0.0172413793,,,Fish,0.466,7,32536,,,0
MVI_0050,MVI_0050,Subtraction,22,57,60,3,0.05,0,0,,,Fish,0.485,8,24345,,,0
MVI_0050,MVI_0050,Subtraction,23,56,60,4,0.0666666667,0,0,,,Fish,0.591,8,19896,,,1
MVI_0050,MVI_0050,Subtraction,24,58,60,2,0.0333333333,0,0,,,Fish,0.567,11,13745,,,0
MVI_0050,MVI_0050,Subtraction,25,57,60,3,0.05,0,0,,,Fish,0.644,9,19817,,,0
MVI_0050,MVI_0050,Subtraction,26,60,60,0,0,0,0,,,Fish,0.397,8,16864,,,0
MVI_0050,MVI_0050,Subtraction,27,51,60,9,0.15,0,0,,,Fish,0.345,9,19797,,,0
