VideoName,Method Name,Frame number,N (Total visible individuals),Total detections by Algo,Failed detections,failed percent,False detections,false percent,Species,Contrast (Fg/BG),Animal Size ,Density (Area/N),Height (only for BB),step size
26MarchEve02.MOV,Segmentation,11,22,22,5,0.2272727273,5,0.2272727273,BB,1.69,37,167498,,500
26MarchEve02.MOV,Segmentation,12,24,23,6,0.25,5,0.2083333333,BB,1.97,35,304493,,500
26MarchEve02.MOV,Segmentation,13,20,18,7,0.35,5,0.25,BB,1.23,46,89661,,500
26MarchEve02.MOV,Segmentation,14,27,24,5,0.1851851852,2,0.0740740741,BB,1.67,44,521624,,500
26MarchEve02.MOV,Segmentation,15,23,23,4,0.1739130435,4,0.1739130435,BB,1.02,41,152763,,500
26MarchEve02.MOV,Segmentation,16,26,20,7,0.2692307692,1,0.0384615385,BB,1.58,40,292328,,500
26MarchEve02.MOV,Segmentation,17,27,26,6,0.2222222222,5,0.1851851852,BB,1.7,56,270101,,500
26MarchEve02.MOV,Segmentation,18,24,23,7,0.2916666667,6,0.25,BB,1.72,52,257770,,500
26MarchEve02.MOV,Segmentation,19,27,24,6,0.2222222222,3,0.1111111111,BB,1.48,59,194183,,500
26MarchEve02.MOV,Segmentation,20,26,25,6,0.2307692308,5,0.1923076923,BB,1.87,55,132711,,500
26MarchEve02.MOV,Segmentation,21,24,10,15,0.625,1,0.0416666667,BB,1.45,54,167356,,500
26MarchEve02.MOV,Segmentation,22,24,13,12,0.5,1,0.0416666667,BB,1.48,54,170265,,500
26MarchEve02.MOV,Segmentation,23,24,9,15,0.625,0,0,BB,1.04,58,210698,,500
26MarchEve02.MOV,Segmentation,24,21,8,13,0.619047619,0,0,BB,2.17,64,157066,,500
26MarchEve02.MOV,Segmentation,25,26,7,20,0.7692307692,1,0.0384615385,BB,1.58,50,183646,,500
26MarchEve02.MOV,Segmentation,26,24,12,13,0.5416666667,1,0.0416666667,BB,1.56,4,139657,,500
26MarchEve02.MOV,Segmentation,27,21,6,15,0.7142857143,0,0,BB,1.42,47,216524,,500
26MarchEve02.MOV,Segmentation,28,22,5,17,0.7727272727,0,0,BB,1.37,36,291076,,500
26MarchEve02.MOV,Segmentation,29,23,5,18,0.7826086957,0,0,BB,1.69,53,199854,,500
26MarchEve02.MOV,Segmentation,30,10,9,1,0.1,0,0,BB,1.48,55,91169,,500
SUBTRACTION,,,0,,,NA,,NA,,,,,,
MVI_0047.MOV,Subtraction,1,56,20,36,0.6428571429,0,0,Fish,0.457,7,9549,,
MVI_0047.MOV,Subtraction,2,59,25,34,0.5762711864,0,0,Fish,0.447,10,14591,,
MVI_0047.MOV,Subtraction,3,57,23,34,0.5964912281,0,0,Fish,0.52,8,16235,,
MVI_0047.MOV,Subtraction,4,58,26,35,0.6034482759,3,0.0517241379,Fish,0.486,7,16170,,
MVI_0047.MOV,Subtraction,5,60,23,39,0.65,2,0.0333333333,Fish,0.428,7,16379,,
MVI_0047.MOV,Subtraction,6,60,23,37,0.6166666667,0,0,Fish,0.572,9,15985,,
MVI_0047.MOV,Subtraction,7,57,27,33,0.5789473684,3,0.052631579,Fish,0.376,7,14442,,
MVI_0047.MOV,Subtraction,8,57,30,31,0.5438596491,4,0.0701754386,Fish,0.492,11,16540,,
MVI_0047.MOV,Subtraction,9,60,30,32,0.5333333333,2,0.0333333333,Fish,0.528,8,17119,,
MVI_0047.MOV,Subtraction,10,58,29,29,0.5,0,0,Fish,0.39,9,18517,,
MVI_0047.MOV,Subtraction,11,58,45,16,0.275862069,3,0.0517241379,Fish,0.463,8,20428,,
MVI_0047.MOV,Subtraction,12,57,45,14,0.2456140351,2,0.0350877193,Fish,0.582,7,19476,,
MVI_0047.MOV,Subtraction,13,59,49,11,0.186440678,1,0.0169491525,Fish,0.629,9,16719,,
MVI_0047.MOV,Subtraction,14,59,35,26,0.4406779661,2,0.0338983051,Fish,0.472,8,18541,,
MVI_0047.MOV,Subtraction,15,57,41,20,0.350877193,4,0.0701754386,Fish,0.488,9,18087,,
MVI_0047.MOV,Subtraction,16,60,37,23,0.3833333333,0,0,Fish,0.451,9,16550,,
MVI_0047.MOV,Subtraction,17,59,35,24,0.406779661,0,0,Fish,0.527,8,12924,,
MVI_0047.MOV,Subtraction,18,60,30,30,0.5,0,0,Fish,0.521,7,15155,,
MVI_0047.MOV,Subtraction,19,60,36,26,0.4333333333,2,0.0333333333,Fish,0.522,9,22856,,
MVI_0047.MOV,Subtraction,20,57,33,24,0.4210526316,0,0,Fish,0.629,10,17130,,
MVI_0047.MOV,Subtraction,21,58,34,30,0.5172413793,6,0.1034482759,Fish,0.482,10,17993,,
MVI_0047.MOV,Subtraction,22,56,31,28,0.5,3,0.0535714286,Fish,0.427,9,14063,,
MVI_0047.MOV,Subtraction,23,57,31,30,0.5263157895,4,0.0701754386,Fish,0.452,8,15401,,
MVI_0047.MOV,Subtraction,24,59,29,30,0.5084745763,0,0,Fish,0.523,7,16524,,
MVI_0047.MOV,Subtraction,25,60,37,23,0.3833333333,0,0,Fish,0.633,7,15883,,
MVI_0047.MOV,Subtraction,26,59,31,28,0.4745762712,0,0,Fish,0.377,8,13696,,
MVI_0047.MOV,Subtraction,27,59,29,31,0.5254237288,1,0.0169491525,Fish,0.512,8,14997,,
MVI_0047.MOV,Subtraction,28,60,26,34,0.5666666667,0,0,Fish,0.582,9,15471,,
MVI_0047.MOV,Subtraction,29,57,22,35,0.6140350877,0,0,Fish,0.47,9,16605,,
MVI_0047.MOV,Subtraction,30,59,29,30,0.5084745763,0,0,Fish,0.53,10,17374,,
MVI_0047.MOV,Subtraction,31,60,32,28,0.4666666667,0,0,Fish,0.487,9,15775,,
MVI_0047.MOV,Subtraction,32,57,34,23,0.4035087719,0,0,Fish,0.388,7,15303,,
MVI_0047.MOV,Subtraction,33,60,59,1,0.0166666667,0,0,Fish,0.521,8,21569,,
MVI_0047.MOV,Subtraction,34,60,60,0,0,0,0,Fish,0.464,9,21765,,
MVI_0047.MOV,Subtraction,35,60,58,2,0.0333333333,0,0,Fish,0.41,8,39149,,
MVI_0047.MOV,Subtraction,36,60,56,4,0.0666666667,0,0,Fish,0.423,9,46689,,
MVI_0047.MOV,Subtraction,37,60,58,2,0.0333333333,0,0,Fish,0.483,9,32484,,
MVI_0048.MOV,Subtraction,1,59,45,14,0.2372881356,0,0,Fish,0.532,8,34816,,
MVI_0048.MOV,Subtraction,2,60,46,14,0.2333333333,0,0,Fish,0.456,7,28982,,
MVI_0048.MOV,Subtraction,3,60,52,8,0.1333333333,0,0,Fish,0.548,7,29900,,
MVI_0048.MOV,Subtraction,4,57,34,23,0.4035087719,0,0,Fish,0.486,9,31609,,
MVI_0048.MOV,Subtraction,5,60,46,14,0.2333333333,0,0,Fish,0.651,8,29570,,
MVI_0048.MOV,Subtraction,6,60,37,23,0.3833333333,0,0,Fish,0.547,11,25214,,
MVI_0048.MOV,Subtraction,7,59,36,23,0.3898305085,0,0,Fish,0.421,9,26340,,
MVI_0048.MOV,Subtraction,8,57,38,19,0.3333333333,0,0,Fish,0.532,10,22728,,
MVI_0048.MOV,Subtraction,9,59,39,20,0.3389830508,0,0,Fish,0.498,8,29617,,
MVI_0048.MOV,Subtraction,10,60,38,22,0.3666666667,0,0,Fish,0.476,9,32711,,
MVI_0048.MOV,Subtraction,11,60,30,30,0.5,0,0,Fish,0.485,8,30171,,
MVI_0048.MOV,Subtraction,12,60,35,25,0.4166666667,0,0,Fish,0.437,8,32638,,
MVI_0048.MOV,Subtraction,13,59,34,25,0.4237288136,0,0,Fish,0.568,9,35703,,
MVI_0048.MOV,Subtraction,14,59,33,26,0.4406779661,0,0,Fish,0.517,10,28878,,
MVI_0048.MOV,Subtraction,15,59,32,27,0.4576271186,0,0,Fish,0.463,11,30639,,
MVI_0048.MOV,Subtraction,16,60,41,19,0.3166666667,0,0,Fish,0.475,6,33419,,
MVI_0048.MOV,Subtraction,17,59,39,20,0.3389830508,0,0,Fish,0.532,8,27413,,
MVI_0048.MOV,Subtraction,18,60,38,22,0.3666666667,0,0,Fish,0.429,9,20423,,
MVI_0048.MOV,Subtraction,19,58,40,18,0.3103448276,0,0,Fish,0.316,9,34930,,
MVI_0048.MOV,Subtraction,20,58,35,23,0.3965517241,0,0,Fish,0.487,8,36936,,
MVI_0048.MOV,Subtraction,21,60,33,27,0.45,0,0,Fish,0.426,7,43154,,
MVI_0048.MOV,Subtraction,22,60,49,11,0.1833333333,0,0,Fish,0.465,8,9711,,
MVI_0048.MOV,Subtraction,23,60,60,0,0,0,0,Fish,0.418,7,17447,,
MVI_0048.MOV,Subtraction,24,60,60,0,0,0,0,Fish,0.386,9,17249,,
MVI_0048.MOV,Subtraction,25,60,55,5,0.0833333333,0,0,Fish,0.455,6,17765,,
MVI_0048.MOV,Subtraction,26,60,59,1,0.0166666667,0,0,Fish,0.523,8,19885,,
MVI_0048.MOV,Subtraction,27,60,57,3,0.05,0,0,Fish,0.489,7,21256,,
MVI_0048.MOV,Subtraction,28,57,34,23,0.4035087719,0,0,Fish,0.49,7,22316,,
MVI_0048.MOV,Subtraction,29,57,30,27,0.4736842105,0,0,Fish,0.364,8,22237,,
MVI_0048.MOV,Subtraction,30,59,35,24,0.406779661,0,0,Fish,0.467,9,26108,,
MVI_0048.MOV,Subtraction,31,60,38,22,0.3666666667,0,0,Fish,0.511,8,25831,,
MVI_0048.MOV,Subtraction,32,58,34,24,0.4137931034,0,0,Fish,0.478,7,26598,,
MVI_0048.MOV,Subtraction,33,60,30,30,0.5,0,0,Fish,0.432,6,23850,,
MVI_0048.MOV,Subtraction,34,59,25,34,0.5762711864,0,0,Fish,0.489,9,27499,,
MVI_0048.MOV,Subtraction,35,57,37,20,0.350877193,0,0,Fish,0.361,7,27485,,
MVI_0048.MOV,Subtraction,36,59,35,24,0.406779661,0,0,Fish,0.389,8,24542,,
MVI_0049.MOV,Subtraction,1,60,61,0,0,1,0.0166666667,Fish,0.41,9,12910,,
MVI_0049.MOV,Subtraction,2,60,54,6,0.1,0,0,Fish,0.532,6,24147,,
MVI_0049.MOV,Subtraction,3,60,57,3,0.05,0,0,Fish,0.61,7,18889,,
MVI_0049.MOV,Subtraction,4,60,59,1,0.0166666667,0,0,Fish,0.356,8,32994,,
MVI_0049.MOV,Subtraction,5,58,40,18,0.3103448276,0,0,Fish,0.674,7,34615,,
MVI_0049.MOV,Subtraction,6,59,36,23,0.3898305085,0,0,Fish,0.548,7,31597,,
MVI_0049.MOV,Subtraction,7,60,34,26,0.4333333333,0,0,Fish,0.5,8,29717,,
MVI_0049.MOV,Subtraction,8,60,29,31,0.5166666667,0,0,Fish,0.433,7,33731,,
MVI_0049.MOV,Subtraction,9,59,34,25,0.4237288136,0,0,Fish,0.486,10,35522,,
MVI_0049.MOV,Subtraction,10,59,27,32,0.5423728814,0,0,Fish,0.429,8,31827,,
MVI_0049.MOV,Subtraction,11,58,31,27,0.4655172414,0,0,Fish,0.471,8,30041,,
MVI_0049.MOV,Subtraction,12,60,36,24,0.4,0,0,Fish,0.435,9,33223,,
MVI_0049.MOV,Subtraction,13,60,48,12,0.2,0,0,Fish,0.497,11,22078,,
MVI_0049.MOV,Subtraction,14,60,58,2,0.0333333333,0,0,Fish,0.514,8,18302,,
MVI_0049.MOV,Subtraction,15,60,58,2,0.0333333333,0,0,Fish,0.568,9,20074,,
MVI_0049.MOV,Subtraction,16,60,51,9,0.15,0,0,Fish,0.485,8,15547,,
MVI_0049.MOV,Subtraction,17,60,58,2,0.0333333333,0,0,Fish,0.437,8,18393,,
MVI_0049.MOV,Subtraction,18,57,40,17,0.298245614,0,0,Fish,0.416,9,19674,,
MVI_0049.MOV,Subtraction,19,59,41,18,0.3050847458,0,0,Fish,0.476,7,21999,,
MVI_0049.MOV,Subtraction,20,60,39,21,0.35,0,0,Fish,0.647,8,21976,,
MVI_0049.MOV,Subtraction,21,60,41,19,0.3166666667,0,0,Fish,0.511,8,23326,,
MVI_0049.MOV,Subtraction,22,60,59,1,0.0166666667,0,0,Fish,0.529,7,52421,,
MVI_0049.MOV,Subtraction,23,60,57,3,0.05,0,0,Fish,0.465,8,26254,,
MVI_0049.MOV,Subtraction,24,59,59,1,0.0169491525,1,0.0169491525,Fish,0.645,9,21860,,
MVI_0049.MOV,Subtraction,25,60,59,1,0.0166666667,0,0,Fish,0.421,8,22316,,
MVI_0049.MOV,Subtraction,26,59,54,5,0.0847457627,0,0,Fish,0.577,11,32011,,
MVI_0049.MOV,Subtraction,27,59,41,19,0.3220338983,1,0.0169491525,Fish,0.648,9,20313,,
MVI_0049.MOV,Subtraction,28,56,34,22,0.3928571429,0,0,Fish,0.537,8,22463,,
MVI_0049.MOV,Subtraction,29,59,38,21,0.3559322034,0,0,Fish,0.514,9,20211,,
MVI_0049.MOV,Subtraction,30,58,33,25,0.4310344828,0,0,Fish,0.429,11,17312,,
MVI_0049.MOV,Subtraction,31,60,44,16,0.2666666667,0,0,Fish,0.647,8,26512,,
MVI_0049.MOV,Subtraction,32,59,44,15,0.2542372881,0,0,Fish,0.533,9,17442,,
MVI_0049.MOV,Subtraction,33,60,58,2,0.0333333333,0,0,Fish,0.546,8,21789,,
MVI_0049.MOV,Subtraction,34,60,51,9,0.15,0,0,Fish,0.517,7,16122,,
MVI_0049.MOV,Subtraction,35,58,56,3,0.0517241379,1,0.0172413793,Fish,0.482,8,24506,,
MVI_0049.MOV,Subtraction,36,59,60,0,0,1,0.0169491525,Fish,0.648,9,18509,,
MVI_0049.MOV,Subtraction,37,59,60,0,0,1,0.0169491525,Fish,0.496,8,17463,,
MVI_0050.MOV,Subtraction,1,60,46,14,0.2333333333,0,0,Fish,0.471,8,20048,,
MVI_0050.MOV,Subtraction,2,60,44,16,0.2666666667,0,0,Fish,0.548,7,19024,,
MVI_0050.MOV,Subtraction,3,59,42,17,0.2881355932,0,0,Fish,0.485,8,19953,,
MVI_0050.MOV,Subtraction,4,58,31,27,0.4655172414,0,0,Fish,0.467,11,21993,,
MVI_0050.MOV,Subtraction,5,60,40,20,0.3333333333,0,0,Fish,0.544,9,22237,,
MVI_0050.MOV,Subtraction,6,60,39,21,0.35,0,0,Fish,0.647,8,21108,,
MVI_0050.MOV,Subtraction,7,60,60,0,0,0,0,Fish,0.452,8,26030,,
MVI_0050.MOV,Subtraction,8,60,47,13,0.2166666667,0,0,Fish,0.467,9,26913,,
MVI_0050.MOV,Subtraction,9,58,46,12,0.2068965517,0,0,Fish,0.481,7,21223,,
MVI_0050.MOV,Subtraction,10,60,60,0,0,0,0,Fish,0.475,6,23263,,
MVI_0050.MOV,Subtraction,11,60,55,5,0.0833333333,0,0,Fish,0.497,7,16805,,
MVI_0050.MOV,Subtraction,12,60,60,0,0,0,0,Fish,0.421,9,28619,,
MVI_0050.MOV,Subtraction,13,60,60,0,0,0,0,Fish,0.463,9,20002,,
MVI_0050.MOV,Subtraction,14,60,50,10,0.1666666667,0,0,Fish,0.514,7,16562,,
MVI_0050.MOV,Subtraction,15,59,40,19,0.3220338983,0,0,Fish,0.584,8,19266,,
MVI_0050.MOV,Subtraction,16,58,41,17,0.2931034483,0,0,Fish,0.533,11,16473,,
MVI_0050.MOV,Subtraction,17,60,44,16,0.2666666667,0,0,Fish,0.547,8,17882,,
MVI_0050.MOV,Subtraction,18,59,38,21,0.3559322034,0,0,Fish,0.384,9,16852,,
MVI_0050.MOV,Subtraction,19,58,39,19,0.3275862069,0,0,Fish,0.367,8,32008,,
MVI_0050.MOV,Subtraction,20,60,59,1,0.0166666667,0,0,Fish,0.349,9,21505,,
MVI_0050.MOV,Subtraction,21,60,58,3,0.05,1,0.0166666667,Fish,0.466,7,32536,,
MVI_0050.MOV,Subtraction,22,60,57,3,0.05,0,0,Fish,0.485,8,24345,,
MVI_0050.MOV,Subtraction,23,60,56,4,0.0666666667,0,0,Fish,0.591,8,19896,,
MVI_0050.MOV,Subtraction,24,60,58,2,0.0333333333,0,0,Fish,0.567,11,13745,,
MVI_0050.MOV,Subtraction,25,60,57,3,0.05,0,0,Fish,0.644,9,19817,,
MVI_0050.MOV,Subtraction,26,60,60,0,0,0,0,Fish,0.397,8,16864,,
MVI_0050.MOV,Subtraction,27,60,51,9,0.15,0,0,Fish,0.345,9,19797,,
MVI_0050.MOV,Subtraction,28,60,58,2,0.0333333333,0,0,Fish,0.648,8,19792,,
MVI_0050.MOV,Subtraction,29,60,60,1,0.0166666667,1,0.0166666667,Fish,0.41,7,20368,,
MVI_0050.MOV,Subtraction,30,59,41,18,0.3050847458,0,0,Fish,0.647,8,12226,,
MVI_0050.MOV,Subtraction,31,57,44,13,0.2280701754,0,0,Fish,0.511,7,15564,,
MVI_0050.MOV,Subtraction,32,60,60,1,0.0166666667,1,0.0166666667,Fish,0.364,9,31746,,
MVI_0050.MOV,Subtraction,33,60,50,10,0.1666666667,0,0,Fish,0.568,7,20115,,
MVI_0050.MOV,Subtraction,34,60,45,15,0.25,0,0,Fish,0.644,7,17370,,
MVI_0050.MOV,Subtraction,35,59,49,10,0.1694915254,0,0,Fish,0.485,11,20289,,
MVI_0050.MOV,Subtraction,36,60,60,0,0,0,0,Fish,0.467,9,19096,,
MVI_0051.MOV,Subtraction,1,58,46,12,0.2068965517,0,0,Fish,0.455,7,22793,,
MVI_0051.MOV,Subtraction,2,60,43,17,0.2833333333,0,0,Fish,,8,21675,,
MVI_0051.MOV,Subtraction,3,60,55,5,0.0833333333,0,0,Fish,,9,17917,,
MVI_0051.MOV,Subtraction,4,59,58,2,0.0338983051,1,0.0169491525,Fish,,6,17025,,
MVI_0051.MOV,Subtraction,5,60,58,2,0.0333333333,0,0,Fish,,7,24725,,
MVI_0051.MOV,Subtraction,6,60,50,10,0.1666666667,0,0,Fish,,9,19800,,
MVI_0051.MOV,Subtraction,7,59,46,13,0.2203389831,0,0,Fish,,11,24799,,
MVI_0051.MOV,Subtraction,8,58,44,14,0.2413793103,0,0,Fish,,8,18948,,
MVI_0051.MOV,Subtraction,9,60,60,0,0,0,0,Fish,,9,21619,,
MVI_0051.MOV,Subtraction,10,60,61,0,0,1,0.0166666667,Fish,,9,26967,,
MVI_0051.MOV,Subtraction,11,60,60,0,0,0,0,Fish,,9,20647,,
MVI_0051.MOV,Subtraction,12,60,52,8,0.1333333333,0,0,Fish,,9,19764,,
MVI_0051.MOV,Subtraction,13,60,51,9,0.15,0,0,Fish,,7,15384,,
MVI_0051.MOV,Subtraction,14,60,50,10,0.1666666667,0,0,Fish,,9,17560,,
MVI_0051.MOV,Subtraction,15,58,51,7,0.1206896552,0,0,Fish,,8,12045,,
MVI_0051.MOV,Subtraction,16,60,60,0,0,0,0,Fish,,7,24741,,
MVI_0051.MOV,Subtraction,17,60,58,2,0.0333333333,0,0,Fish,,7,20272,,
MVI_0051.MOV,Subtraction,18,60,58,2,0.0333333333,0,0,Fish,,8,15265,,
MVI_0051.MOV,Subtraction,19,60,59,1,0.0166666667,0,0,Fish,,8,23877,,
MVI_0051.MOV,Subtraction,20,60,60,0,0,0,0,Fish,,11,28221,,
MVI_0051.MOV,Subtraction,21,60,57,3,0.05,0,0,Fish,,9,18903,,
MVI_0051.MOV,Subtraction,22,59,53,6,0.1016949153,0,0,Fish,,8,19117,,
MVI_0051.MOV,Subtraction,23,57,48,9,0.1578947368,0,0,Fish,,7,15335,,
MVI_0051.MOV,Subtraction,24,60,60,0,0,0,0,Fish,,9,31843,,
MVI_0051.MOV,Subtraction,25,58,56,2,0.0344827586,0,0,Fish,,8,17998,,
MVI_0051.MOV,Subtraction,26,58,40,18,0.3103448276,0,0,Fish,,9,14668,,
MVI_0051.MOV,Subtraction,27,57,40,17,0.298245614,0,0,Fish,,6,13300,,
MVI_0051.MOV,Subtraction,28,60,60,0,0,0,0,Fish,,9,16114,,
MVI_0051.MOV,Subtraction,29,58,49,9,0.1551724138,0,0,Fish,,8,21188,,
MVI_0051.MOV,Subtraction,30,60,62,0,0,2,0.0333333333,Fish,,11,27120,,
MVI_0051.MOV,Subtraction,31,60,60,0,0,0,0,Fish,,8,33859,,
MVI_0051.MOV,Subtraction,32,59,46,13,0.2203389831,0,0,Fish,,9,24866,,
MVI_0051.MOV,Subtraction,33,58,56,2,0.0344827586,0,0,Fish,,7,34390,,
MVI_0051.MOV,Subtraction,34,57,49,8,0.1403508772,0,0,Fish,,8,45993,,
MVI_0051.MOV,Subtraction,35,60,60,0,0,0,0,Fish,,7,34713,,
MVI_0051.MOV,Subtraction,36,57,48,9,0.1578947368,0,0,Fish,,7,35150,,
MVI_0051.MOV,Subtraction,37,60,57,3,0.05,0,0,Fish,,8,21977,,
MVI_0051.MOV,Subtraction,38,60,55,5,0.0833333333,0,0,Fish,,8,27675,,
MVI_0131.MOV,Subtraction,1,60,60,0,0,0,0,Fish,,7,46651,,
MVI_0131.MOV,Subtraction,2,60,59,1,0.0166666667,0,0,Fish,,,30317,,
MVI_0131.MOV,Subtraction,3,60,59,1,0.0166666667,0,0,Fish,,,33080,,
MVI_0131.MOV,Subtraction,4,60,60,0,0,0,0,Fish,,,35329,,
MVI_0131.MOV,Subtraction,5,60,57,3,0.05,0,0,Fish,,,45346,,
MVI_0131.MOV,Subtraction,6,60,60,0,0,0,0,Fish,,,29717,,
MVI_0131.MOV,Subtraction,7,60,60,0,0,0,0,Fish,,,28272,,
MVI_0131.MOV,Subtraction,8,60,60,0,0,0,0,Fish,,,36119,,
MVI_0131.MOV,Subtraction,9,60,60,0,0,0,0,Fish,,,31749,,
MVI_0131.MOV,Subtraction,10,60,60,0,0,0,0,Fish,,,37072,,
MVI_0131.MOV,Subtraction,11,60,60,0,0,0,0,Fish,,,39951,,
MVI_0131.MOV,Subtraction,12,60,59,1,0.0166666667,0,0,Fish,,,18510,,
MVI_0131.MOV,Subtraction,13,60,60,0,0,0,0,Fish,,,42495,,
MVI_0131.MOV,Subtraction,14,60,60,0,0,0,0,Fish,,,46574,,
MVI_0131.MOV,Subtraction,15,60,60,0,0,0,0,Fish,,,36446,,
MVI_0131.MOV,Subtraction,16,60,60,0,0,0,0,Fish,,,43427,,
MVI_0131.MOV,Subtraction,17,60,60,0,0,0,0,Fish,,,84401,,
MVI_0131.MOV,Subtraction,18,60,60,0,0,0,0,Fish,,,67336,,
MVI_0131.MOV,Subtraction,19,60,58,2,0.0333333333,0,0,Fish,,,41628,,
MVI_0131.MOV,Subtraction,20,60,61,0,0,1,0.0166666667,Fish,,,34302,,
MVI_0131.MOV,Subtraction,21,60,60,0,0,0,0,Fish,,,66514,,
MVI_0131.MOV,Subtraction,22,60,60,0,0,0,0,Fish,,,42556,,
MVI_0131.MOV,Subtraction,23,60,60,0,0,0,0,Fish,,,62719,,
MVI_0131.MOV,Subtraction,24,60,60,0,0,0,0,Fish,,,64443,,
MVI_0131.MOV,Subtraction,25,60,60,0,0,0,0,Fish,,,67780,,
MVI_0131.MOV,Subtraction,26,60,60,0,0,0,0,Fish,,,52801,,
MVI_0131.MOV,Subtraction,27,60,59,1,0.0166666667,0,0,Fish,,,47719,,
MVI_0131.MOV,Subtraction,28,58,55,4,0.0689655172,1,0.0172413793,Fish,,,529713,,
MVI_0131.MOV,Subtraction,29,59,60,0,0,1,0.0169491525,Fish,,,31781,,
MVI_0131.MOV,Subtraction,30,60,60,0,0,0,0,Fish,,,74202,,
MVI_0131.MOV,Subtraction,31,60,60,0,0,0,0,Fish,,,65613,,
MVI_0131.MOV,Subtraction,32,60,60,0,0,0,0,Fish,,,31562,,
MVI_0131.MOV,Subtraction,33,60,60,0,0,0,0,Fish,,,104154,,
MVI_0131.MOV,Subtraction,34,59,65,0,0,6,0.1016949153,Fish,,,100532,,
MVI_0131.MOV,Subtraction,35,60,60,0,0,0,0,Fish,,,49596,,
MVI_0131.MOV,Subtraction,36,60,60,0,0,0,0,Fish,,,100755,,
MVI_0132.MOV,Subtraction,1,60,57,3,0.05,0,0,Fish,,,94132,,
MVI_0132.MOV,Subtraction,2,60,60,0,0,0,0,Fish,,,27734,,
MVI_0132.MOV,Subtraction,3,60,60,0,0,0,0,Fish,,,732008,,
MVI_0132.MOV,Subtraction,4,60,60,0,0,0,0,Fish,,,42330,,
MVI_0132.MOV,Subtraction,5,60,60,0,0,0,0,Fish,,,61208,,
MVI_0132.MOV,Subtraction,6,60,60,0,0,0,0,Fish,,,114197,,
MVI_0132.MOV,Subtraction,7,60,60,0,0,0,0,Fish,,,47775,,
MVI_0132.MOV,Subtraction,8,60,60,0,0,0,0,Fish,,,64431,,
MVI_0132.MOV,Subtraction,9,60,60,0,0,0,0,Fish,,,42730,,
MVI_0132.MOV,Subtraction,10,60,60,0,0,0,0,Fish,,,56252,,
MVI_0132.MOV,Subtraction,11,60,60,0,0,0,0,Fish,,,60782,,
MVI_0132.MOV,Subtraction,12,60,60,0,0,0,0,Fish,,,71323,,
MVI_0132.MOV,Subtraction,13,57,57,3,0.052631579,3,0.052631579,Fish,,,35332,,
MVI_0132.MOV,Subtraction,14,60,60,0,0,0,0,Fish,,,71596,,
MVI_0132.MOV,Subtraction,15,60,60,0,0,0,0,Fish,,,44778,,
MVI_0132.MOV,Subtraction,16,60,60,0,0,0,0,Fish,,,131852,,
MVI_0132.MOV,Subtraction,17,60,60,0,0,0,0,Fish,,,88688,,
MVI_0132.MOV,Subtraction,18,60,60,0,0,0,0,Fish,,,45224,,
MVI_0132.MOV,Subtraction,19,60,60,0,0,0,0,Fish,,,42424,,
MVI_0132.MOV,Subtraction,20,60,60,0,0,0,0,Fish,,,154989,,
MVI_0132.MOV,Subtraction,21,60,60,0,0,0,0,Fish,,,46654,,
MVI_0132.MOV,Subtraction,22,60,60,0,0,0,0,Fish,,,60304,,
MVI_0132.MOV,Subtraction,23,61,60,1,0.0163934426,0,0,Fish,,,10247,,
MVI_0132.MOV,Subtraction,24,60,60,0,0,0,0,Fish,,,45119,,
MVI_0132.MOV,Subtraction,25,59,54,5,0.0847457627,0,0,Fish,,,30600,,
MVI_0132.MOV,Subtraction,26,60,57,3,0.05,0,0,Fish,,,29720,,
MVI_0132.MOV,Subtraction,27,60,60,0,0,0,0,Fish,,,95133,,
MVI_0132.MOV,Subtraction,28,60,60,0,0,0,0,Fish,,,78362,,
MVI_0132.MOV,Subtraction,29,59,63,2,0.0338983051,6,0.1016949153,Fish,,,30642,,
MVI_0132.MOV,Subtraction,30,57,55,6,0.1052631579,4,0.0701754386,Fish,,,14209,,
MVI_0132.MOV,Subtraction,31,60,60,0,0,0,0,Fish,,,47909,,
MVI_0132.MOV,Subtraction,32,60,60,0,0,0,0,Fish,,,91154,,
MVI_0132.MOV,Subtraction,33,60,60,0,0,0,0,Fish,,,120538,,
MVI_0132.MOV,Subtraction,34,60,60,0,0,0,0,Fish,,,33402,,
MVI_0132.MOV,Subtraction,35,60,60,0,0,0,0,Fish,,,45737,,
MVI_0132.MOV,Subtraction,36,60,60,0,0,0,0,Fish,,,61340,,
MVI_0132.MOV,Subtraction,37,60,60,0,0,0,0,Fish,,,72285,,
MVI_0133.MOV,Subtraction,1,59,52,7,0.1186440678,0,0,Fish,,,27460,,
MVI_0133.MOV,Subtraction,2,58,50,8,0.1379310345,0,0,Fish,,,14371,,
MVI_0133.MOV,Subtraction,3,59,55,4,0.0677966102,0,0,Fish,,,39889,,
MVI_0133.MOV,Subtraction,4,59,56,3,0.0508474576,0,0,Fish,,,44674,,
MVI_0133.MOV,Subtraction,5,60,60,0,0,0,0,Fish,,,50824,,
MVI_0133.MOV,Subtraction,6,57,51,6,0.1052631579,0,0,Fish,,,22031,,
MVI_0133.MOV,Subtraction,7,60,53,7,0.1166666667,0,0,Fish,,,62441,,
MVI_0133.MOV,Subtraction,8,60,60,0,0,0,0,Fish,,,87622,,
MVI_0133.MOV,Subtraction,9,60,58,2,0.0333333333,0,0,Fish,,,46255,,
