VideoName,Method Name,Frame number,N (Total visible individuals),Total detections by Algo,Failed detections,failed percent,False detections,false percent,Species,Contrast (Fg/BG),Animal Size ,Density (Area/N),Height (only for BB),step size
04MarchMor04.MOV,Subtraction,19,23,88,17,0.7391304348,82,3.565217391,BB,,,171036,,
04MarchMor04.MOV,Subtraction,20,22,21,7,0.3181818182,6,0.2727272727,BB,,,74042,,
04MarchMor04.MOV,Subtraction,21,#VALUE!,nil ,,NA,,NA,BB,,,0,,
04MarchMor04.MOV,Subtraction,22,#VALUE!,nil ,,NA,,NA,BB,,,0,,
04MarchMor04.MOV,Subtraction,23,19,11,9,0.4736842105,1,0.052631579,BB,,,119620,,
04MarchMor04.MOV,Subtraction,24,16,6,11,0.6875,1,0.0625,BB,,,96707,,
04MarchMor04.MOV,Subtraction,25,#VALUE!,nil ,,NA,,NA,BB,,,0,,
04MarchMor04.MOV,Subtraction,26,#VALUE!,nil ,,NA,,NA,BB,,,0,,
04MarchMor04.MOV,Subtraction,27,12,10,3,0.25,1,0.0833333333,BB,,,132400,,
04MarchMor04.MOV,Subtraction,28,#VALUE!,nil,nil,NA,nil,NA,BB,,,0,,
04MarchMor04.MOV,Subtraction,29,#VALUE!,nil ,nil,NA,nil,NA,BB,,,0,,
04MarchMor04.MOV,Subtraction,30,#VALUE!,nil,nil,NA,nil,NA,BB,,,0,,
04MarchMor04.MOV,Subtraction,31,#VALUE!,nil,nil,NA,nil,NA,BB,,,0,,
03MarchMor04.MOV,Subtraction,1,36,23,19,0.5277777778,6,0.1666666667,BB,,,116663,,
03MarchMor04.MOV,Subtraction,2,0,,,NA,,NA,BB,,,48153,,
03MarchMor04.MOV,Subtraction,3,33,23,15,0.4545454545,5,0.1515151515,BB,,,250869,,
03MarchMor04.MOV,Subtraction,4,40,37,24,0.6,21,0.525,BB,,,327952,,
03MarchMor04.MOV,Subtraction,5,46,44,17,0.3695652174,15,0.3260869565,BB,,,355911,,
03MarchMor04.MOV,Subtraction,6,39,38,13,0.3333333333,12,0.3076923077,BB,,,232529,,
03MarchMor04.MOV,Subtraction,7,43,22,24,0.5581395349,3,0.0697674419,BB,,,183195,,
03MarchMor04.MOV,Subtraction,8,#VALUE!,nil,,NA,,NA,BB,,,0,,
03MarchMor04.MOV,Subtraction,9,#VALUE!,nil,,NA,,NA,BB,,,0,,
03MarchMor04.MOV,Subtraction,10,23,110,6,0.2608695652,93,4.043478261,BB,,,152117,,
03MarchMor04.MOV,Subtraction,11,31,38,21,0.6774193548,28,0.9032258065,BB,,,607424,,
03MarchMor04.MOV,Subtraction,12,22,15,13,0.5909090909,6,0.2727272727,BB,,,386272,,
03MarchMor04.MOV,Subtraction,13,24,7,18,0.75,1,0.0416666667,BB,,,355131,,
03MarchMor04.MOV,Subtraction,14,29,6,23,0.7931034483,0,0,BB,,,257589,,
03MarchMor04.MOV,Subtraction,15,45,85,23,0.5111111111,63,1.4,BB,,,379306,,
03MarchMor04.MOV,Subtraction,16,#VALUE!,nil,,NA,,NA,BB,,,0,,
03MarchMor04.MOV,Subtraction,17,#VALUE!,nil,,NA,,NA,BB,,,0,,
03MarchMor04.MOV,Subtraction,19,49,6,43,0.8775510204,0,0,BB,,,178564,,
03MarchMor04.MOV,Subtraction,20,42,17,32,0.7619047619,7,0.1666666667,BB,,,420470,,
03MarchMor04.MOV,Subtraction,21,33,22,17,0.5151515152,6,0.1818181818,BB,,,362457,,
03MarchMor04.MOV,Subtraction,22,35,22,18,0.5142857143,5,0.1428571429,BB,,,303013,,
03MarchMor04.MOV,Subtraction,23,33,29,21,0.6363636364,17,0.5151515152,BB,,,187417,,
03MarchMor04.MOV,Subtraction,24,32,17,20,0.625,5,0.15625,BB,,,222957,,
03MarchMor04.MOV,Subtraction,25,33,15,23,0.696969697,5,0.1515151515,BB,,,218913,,
03MarchMor04.MOV,Subtraction,26,29,10,23,0.7931034483,4,0.1379310345,BB,,,164094,,
03MarchMor04.MOV,Subtraction,27,25,15,17,0.68,7,0.28,BB,,,182671,,
03MarchMor04.MOV,Subtraction,28,21,23,5,0.2380952381,7,0.3333333333,BB,,,159579,,
03MarchMor04.MOV,Subtraction,29,22,7,17,0.7727272727,2,0.0909090909,BB,,,374762,,
03MarchMor04.MOV,Subtraction,30,26,30,13,0.5,17,0.6538461538,BB,,,187051,,
03MarchMor04.MOV,Subtraction,31,23,18,11,0.4782608696,6,0.2608695652,BB,,,250971,,
02MarchMor01.MOV,Subtraction,1,84,83,11,0.130952381,10,0.119047619,BB,,,21097,,
02MarchMor01.MOV,Subtraction,2,68,66,16,0.2352941176,14,0.2058823529,BB,,,190133,,
02MarchMor01.MOV,Subtraction,3,52,55,11,0.2115384615,14,0.2692307692,BB,,,70920,,
02MarchMor01.MOV,Subtraction,4,#VALUE!,nil,,NA,,NA,BB,,,36405,,
02MarchMor01.MOV,Subtraction,5,#VALUE!,nil,,NA,,NA,BB,,,8684,,
02MarchMor01.MOV,Subtraction,6,50,61,8,0.16,19,0.38,BB,,,104199,,
02MarchMor01.MOV,Subtraction,7,49,55,9,0.1836734694,15,0.306122449,BB,,,303303,,
02MarchMor01.MOV,Subtraction,8,#VALUE!,nil,,NA,,NA,BB,,,6288,,
02MarchMor01.MOV,Subtraction,9,#VALUE!,nil,,NA,,NA,BB,,,,,
02MarchMor01.MOV,Subtraction,10,#VALUE!,nil,,NA,,NA,BB,,,,,
02MarchMor01.MOV,Subtraction,11,#VALUE!,nil,,NA,,NA,BB,,,,,
02MarchMor01.MOV,Subtraction,12,103,24,84,0.8155339806,5,0.0485436893,BB,,,266043,,
02MarchMor01.MOV,Subtraction,13,96,26,77,0.8020833333,7,0.0729166667,BB,,,135436,,
02MarchMor01.MOV,Subtraction,14,82,13,71,0.8658536585,2,0.0243902439,BB,,,337406,,
02MarchMor01.MOV,Subtraction,15,87,17,73,0.8390804598,3,0.0344827586,BB,,,171937,,
02MarchMor01.MOV,Subtraction,16,#VALUE!,nil,,NA,,NA,BB,,,11327,,
02MarchMor01.MOV,Subtraction,17,61,11,53,0.868852459,3,0.0491803279,BB,,,531901,,
02MarchMor01.MOV,Subtraction,18,82,9,76,0.9268292683,3,0.0365853659,BB,,,508230,,
02MarchMor01.MOV,Subtraction,19,80,14,68,0.85,2,0.025,BB,,,437296,,
02MarchMor01.MOV,Subtraction,20,85,11,75,0.8823529412,1,0.0117647059,BB,,,555158,,
02MarchMor01.MOV,Subtraction,21,62,8,56,0.9032258065,2,0.0322580645,BB,,,512861,,
02MarchMor01.MOV,Subtraction,22,61,6,55,0.9016393443,0,0,BB,,,379625,,
02MarchMor01.MOV,Subtraction,23,78,19,61,0.7820512821,2,0.0256410256,BB,,,384280,,
02MarchMor01.MOV,Subtraction,24,65,10,57,0.8769230769,2,0.0307692308,BB,,,585769,,
02MarchMor01.MOV,Subtraction,25,74,21,59,0.7972972973,6,0.0810810811,BB,,,197108,,
02MarchMor01.MOV,Subtraction,26,67,11,58,0.8656716418,2,0.0298507463,BB,,,630437,,
02MarchMor01.MOV,Subtraction,27,58,14,47,0.8103448276,3,0.0517241379,BB,,,300330,,
02MarchMor01.MOV,Subtraction,28,55,4,51,0.9272727273,0,0,BB,,,985269,,
01MarchEve04.MOV,Subtraction,1,24,14,11,0.4583333333,1,0.0416666667,BB,,,204691,,
01MarchEve04.MOV,Subtraction,2,11,3,8,0.7272727273,0,0,BB,,,122358,,
01MarchEve04.MOV,Subtraction,3,12,1,11,0.9166666667,0,0,BB,,,123040,,
01MarchEve04.MOV,Subtraction,4,16,3,13,0.8125,0,0,BB,,,137834,,
01MarchEve04.MOV,Subtraction,5,13,5,9,0.6923076923,1,0.0769230769,BB,,,280400,,
01MarchEve04.MOV,Subtraction,6,5,1,4,0.8,0,0,BB,,,373664,,
01MarchEve04.MOV,Subtraction,7,16,92,4,0.25,80,5,BB,,,123963,,
01MarchEve04.MOV,Subtraction,8,#VALUE!,nil,,NA,,NA,BB,,,,,
01MarchEve04.MOV,Subtraction,9,#VALUE!,nil,,NA,,NA,BB,,,,,
01MarchEve04.MOV,Subtraction,10,8,1,7,0.875,0,0,BB,,,92365,,
01MarchEve04.MOV,Subtraction,11,#VALUE!,nil,,NA,,NA,BB,,,21054,,
01MarchEve04.MOV,Subtraction,12,#VALUE!,nil,,NA,,NA,BB,,,15079,,
01MarchEve04.MOV,Subtraction,13,17,23,9,0.5294117647,15,0.8823529412,BB,,,148742,,
01MarchEve04.MOV,Subtraction,14,8,3,5,0.625,0,0,BB,,,16155,,
01MarchEve04.MOV,Subtraction,15,18,11,9,0.5,2,0.1111111111,BB,,,216218,,
01MarchEve04.MOV,Subtraction,16,13,3,10,0.7692307692,0,0,BB,,,43604,,
01MarchEve04.MOV,Subtraction,17,16,58,11,0.6875,53,3.3125,BB,,,98476,,
01MarchEve04.MOV,Subtraction,18,#VALUE!,nil,,NA,,NA,BB,,,,,
01MarchEve04.MOV,Subtraction,19,14,4,10,0.7142857143,0,0,BB,,,178809,,
01MarchEve04.MOV,Subtraction,20,11,2,9,0.8181818182,0,0,BB,,,29936,,
01MarchEve04.MOV,Subtraction,21,15,24,8,0.5333333333,17,1.133333333,BB,,,31159,,
01MarchEve04.MOV,Subtraction,22,16,3,13,0.8125,0,0,BB,,,60842,,
01MarchEve04.MOV,Subtraction,23,12,13,8,0.6666666667,9,0.75,BB,,,18288,,
01MarchEve04.MOV,Subtraction,24,19,63,12,0.6315789474,56,2.947368421,BB,,,162764,,
01MarchEve04.MOV,Subtraction,25,11,6,5,0.4545454545,0,0,BB,,,252170,,
01MarchEve04.MOV,Subtraction,26,13,4,9,0.6923076923,0,0,BB,,,280628,,
01MarchEve04.MOV,Subtraction,27,14,5,10,0.7142857143,1,0.0714285714,BB,,,234543,,
01MarchEve04.MOV,Subtraction,28,16,5,12,0.75,1,0.0625,BB,,,104082,,
17MarchMor06.MOV,Subtraction,1,30,4,26,0.8666666667,0,0,BB,,,503126,,
17MarchMor06.MOV,Subtraction,2,#VALUE!,nil,,NA,,NA,BB,,,,,
17MarchMor06.MOV,Subtraction,3,29,12,21,0.724137931,4,0.1379310345,BB,,,614057,,
17MarchMor06.MOV,Subtraction,4,27,5,23,0.8518518519,1,0.037037037,BB,,,438336,,
17MarchMor06.MOV,Subtraction,5,29,8,21,0.724137931,0,0,BB,,,469299,,
25MarchEve01.MOV,Subtraction,1,24,2,22,0.9166666667,0,0,BB,,,368353,,
25MarchEve01.MOV,Subtraction,2,25,1,24,0.96,0,0,BB,,,383961,,
25MarchEve01.MOV,Subtraction,3,23,16,8,0.347826087,1,0.0434782609,BB,,,390108,,
25MarchEve01.MOV,Subtraction,4,21,33,2,0.0952380952,14,0.6666666667,BB,,,314488,,
25MarchEve01.MOV,Subtraction,5,24,1,23,0.9583333333,0,0,BB,,,404268,,
25MarchEve01.MOV,Subtraction,6,22,8,16,0.7272727273,2,0.0909090909,BB,,,391535,,
25MarchEve01.MOV,Subtraction,7,25,29,4,0.16,8,0.32,BB,,,214283,,
25MarchEve01.MOV,Subtraction,8,21,25,4,0.1904761905,8,0.380952381,BB,,,185825,,
25MarchEve01.MOV,Subtraction,9,19,14,8,0.4210526316,3,0.1578947368,BB,,,165781,,
25MarchEve01.MOV,Subtraction,10,18,6,14,0.7777777778,2,0.1111111111,BB,,,158959,,
25MarchEve01.MOV,Subtraction,11,16,8,9,0.5625,1,0.0625,BB,,,146367,,
25MarchEve01.MOV,Subtraction,12,23,8,18,0.7826086957,3,0.1304347826,BB,,,184238,,
25MarchEve01.MOV,Subtraction,13,19,5,16,0.8421052632,2,0.1052631579,BB,,,674994,,
25MarchEve01.MOV,Subtraction,14,18,21,8,0.4444444444,11,0.6111111111,BB,,,426495,,
25MarchEve01.MOV,Subtraction,15,23,1,22,0.9565217391,0,0,BB,,,219261,,
25MarchEve01.MOV,Subtraction,16,20,4,17,0.85,1,0.05,BB,,,230377,,
25MarchEve01.MOV,Subtraction,17,21,14,13,0.619047619,6,0.2857142857,BB,,,211874,,
25MarchEve01.MOV,Subtraction,18,22,16,11,0.5,5,0.2272727273,BB,,,306979,,
25MarchEve01.MOV,Subtraction,19,21,26,6,0.2857142857,11,0.5238095238,BB,,,99676,,
25MarchEve01.MOV,Subtraction,20,23,1,22,0.9565217391,0,0,BB,,,159154,,
25MarchEve01.MOV,Subtraction,21,21,6,16,0.7619047619,1,0.0476190476,BB,,,267203,,
25MarchEve01.MOV,Subtraction,22,20,6,14,0.7,0,0,BB,,,212849,,
25MarchEve01.MOV,Subtraction,23,20,14,10,0.5,4,0.2,BB,,,483539,,
25MarchEve01.MOV,Subtraction,24,18,2,16,0.8888888889,0,0,BB,,,615654,,
25MarchEve01.MOV,Subtraction,25,16,16,4,0.25,4,0.25,BB,,,550475,,
25MarchEve01.MOV,Subtraction,26,21,26,2,0.0952380952,7,0.3333333333,BB,,,198638,,
25MarchEve01.MOV,Subtraction,27,26,34,17,0.6538461538,25,0.9615384615,BB,,,188304,,
25MarchEve01.MOV,Subtraction,28,24,23,12,0.5,11,0.4583333333,BB,,,241269,,
25MarchEve01.MOV,Subtraction,29,18,26,5,0.2777777778,13,0.7222222222,BB,,,288708,,
25MarchEve01.MOV,Subtraction,30,16,15,6,0.375,5,0.3125,BB,,,275158,,
25MarchEve01.MOV,Subtraction,31,18,22,5,0.2777777778,9,0.5,BB,,,119113,,
25MarchEve02.MOV,Subtraction,1,22,12,15,0.6818181818,5,0.2272727273,BB,,,300939,,
25MarchEve02.MOV,Subtraction,2,25,30,8,0.32,13,0.52,BB,,,192615,,
25MarchEve02.MOV,Subtraction,3,18,16,8,0.4444444444,6,0.3333333333,BB,,,222978,,
25MarchEve02.MOV,Subtraction,4,19,13,10,0.5263157895,4,0.2105263158,BB,,,300890,,
25MarchEve02.MOV,Subtraction,5,19,22,6,0.3157894737,9,0.4736842105,BB,,,277693,,
25MarchEve02.MOV,Subtraction,6,16,8,10,0.625,2,0.125,BB,,,281258,,
25MarchEve02.MOV,Subtraction,7,20,39,3,0.15,22,1.1,BB,,,277053,,
25MarchEve02.MOV,Subtraction,8,#VALUE!,nil,,NA,,NA,BB,,,,,
25MarchEve02.MOV,Subtraction,9,#VALUE!,nil,,NA,,NA,BB,,,,,
25MarchEve02.MOV,Subtraction,10,22,54,5,0.2272727273,37,1.681818182,BB,,,303273,,
25MarchEve02.MOV,Subtraction,11,7,47,0,0,40,5.714285714,BB,,,249455,,
25MarchEve02.MOV,Subtraction,12,8,39,1,0.125,32,4,BB,,,267149,,
25MarchEve02.MOV,Subtraction,13,12,46,2,0.1666666667,36,3,BB,,,341924,,
25MarchEve02.MOV,Subtraction,14,17,36,3,0.1764705882,22,1.294117647,BB,,,303165,,
25MarchEve02.MOV,Subtraction,15,10,13,7,0.7,10,1,BB,,,150764,,
25MarchEve02.MOV,Subtraction,16,11,15,6,0.5454545455,10,0.9090909091,BB,,,204181,,
25MarchEve02.MOV,Subtraction,17,14,50,0,0,36,2.571428571,BB,,,166133,,
25MarchEve02.MOV,Subtraction,18,18,42,0,0,24,1.333333333,BB,,,465892,,
25MarchEve02.MOV,Subtraction,19,14,29,0,0,15,1.071428571,BB,,,825585,,
25MarchEve02.MOV,Subtraction,20,10,43,1,0.1,34,3.4,BB,,,503730,,
25MarchEve02.MOV,Subtraction,21,15,39,0,0,24,1.6,BB,,,382691,,
25MarchEve02.MOV,Subtraction,22,13,40,0,0,27,2.076923077,BB,,,349999,,
